Cars-Direction-1,Cars-Direction-2,Cars-Total,Date,Day-Of-Week,Hour
37,38,75,2019-05-05,7,2
31,26,57,2019-05-05,7,3
15,26,41,2019-05-05,7,4
20,21,41,2019-05-05,7,5
50,34,84,2019-05-05,7,6
37,35,72,2019-05-05,7,7
64,77,141,2019-05-05,7,8
153,111,264,2019-05-05,7,9
317,247,564,2019-05-05,7,10
461,329,790,2019-05-05,7,11
556,447,1003,2019-05-05,7,12
520,458,978,2019-05-05,7,13
532,490,1022,2019-05-05,7,14
446,575,1021,2019-05-05,7,15
424,524,948,2019-05-05,7,16
377,569,946,2019-05-05,7,17
383,515,898,2019-05-05,7,18
275,317,592,2019-05-05,7,19
195,250,445,2019-05-05,7,20
151,150,301,2019-05-05,7,21
97,96,193,2019-05-05,7,22
53,75,128,2019-05-05,7,23
33,28,61,2019-05-05,7,24
10,22,32,2019-05-06,1,1
8,16,24,2019-05-06,1,2
6,9,15,2019-05-06,1,3
9,9,18,2019-05-06,1,4
56,39,95,2019-05-06,1,5
236,168,404,2019-05-06,1,6
552,421,973,2019-05-06,1,7
840,544,1384,2019-05-06,1,8
608,445,1053,2019-05-06,1,9
578,414,992,2019-05-06,1,10
531,550,1081,2019-05-06,1,11
512,533,1045,2019-05-06,1,12
493,558,1051,2019-05-06,1,13
516,545,1061,2019-05-06,1,14
537,501,1038,2019-05-06,1,15
602,679,1281,2019-05-06,1,16
737,602,1339,2019-05-06,1,17
552,662,1214,2019-05-06,1,18
386,537,923,2019-05-06,1,19
287,300,587,2019-05-06,1,20
151,181,332,2019-05-06,1,21
45,53,98,2019-05-06,1,22
65,89,154,2019-05-06,1,23
27,34,61,2019-05-06,1,24
10,17,27,2019-05-07,2,1
8,14,22,2019-05-07,2,2
14,11,25,2019-05-07,2,3
8,18,26,2019-05-07,2,4
45,38,83,2019-05-07,2,5
231,144,375,2019-05-07,2,6
541,423,964,2019-05-07,2,7
845,563,1408,2019-05-07,2,8
580,452,1032,2019-05-07,2,9
551,438,989,2019-05-07,2,10
490,478,968,2019-05-07,2,11
531,483,1014,2019-05-07,2,12
523,568,1091,2019-05-07,2,13
569,587,1156,2019-05-07,2,14
527,570,1097,2019-05-07,2,15
623,696,1319,2019-05-07,2,16
743,706,1449,2019-05-07,2,17
571,668,1239,2019-05-07,2,18
405,493,898,2019-05-07,2,19
272,318,590,2019-05-07,2,20
169,196,365,2019-05-07,2,21
140,151,291,2019-05-07,2,22
76,79,155,2019-05-07,2,23
25,38,63,2019-05-07,2,24
11,20,31,2019-05-08,3,1
11,19,30,2019-05-08,3,2
8,6,14,2019-05-08,3,3
8,12,20,2019-05-08,3,4
47,36,83,2019-05-08,3,5
212,154,366,2019-05-08,3,6
546,399,945,2019-05-08,3,7
842,549,1391,2019-05-08,3,8
606,458,1064,2019-05-08,3,9
545,476,1021,2019-05-08,3,10
508,464,972,2019-05-08,3,11
561,477,1038,2019-05-08,3,12
523,509,1032,2019-05-08,3,13
495,586,1081,2019-05-08,3,14
517,613,1130,2019-05-08,3,15
591,634,1225,2019-05-08,3,16
747,687,1434,2019-05-08,3,17
574,595,1169,2019-05-08,3,18
383,458,841,2019-05-08,3,19
250,290,540,2019-05-08,3,20
182,213,395,2019-05-08,3,21
106,164,270,2019-05-08,3,22
81,87,168,2019-05-08,3,23
29,38,67,2019-05-08,3,24
13,23,36,2019-05-09,4,1
6,14,20,2019-05-09,4,2
11,11,22,2019-05-09,4,3
13,17,30,2019-05-09,4,4
39,30,69,2019-05-09,4,5
244,154,398,2019-05-09,4,6
560,397,957,2019-05-09,4,7
822,540,1362,2019-05-09,4,8
596,436,1032,2019-05-09,4,9
545,494,1039,2019-05-09,4,10
511,520,1031,2019-05-09,4,11
493,509,1002,2019-05-09,4,12
485,547,1032,2019-05-09,4,13
563,581,1144,2019-05-09,4,14
552,585,1137,2019-05-09,4,15
663,643,1306,2019-05-09,4,16
731,704,1435,2019-05-09,4,17
603,590,1193,2019-05-09,4,18
374,566,940,2019-05-09,4,19
245,371,616,2019-05-09,4,20
208,253,461,2019-05-09,4,21
140,146,286,2019-05-09,4,22
90,97,187,2019-05-09,4,23
37,57,94,2019-05-09,4,24
15,17,32,2019-05-10,5,1
10,10,20,2019-05-10,5,2
7,10,17,2019-05-10,5,3
13,15,28,2019-05-10,5,4
45,30,75,2019-05-10,5,5
213,142,355,2019-05-10,5,6
532,382,914,2019-05-10,5,7
801,550,1351,2019-05-10,5,8
574,438,1012,2019-05-10,5,9
556,500,1056,2019-05-10,5,10
552,532,1084,2019-05-10,5,11
556,588,1144,2019-05-10,5,12
706,640,1346,2019-05-10,5,13
660,705,1365,2019-05-10,5,14
631,681,1312,2019-05-10,5,15
660,599,1259,2019-05-10,5,16
628,622,1250,2019-05-10,5,17
531,508,1039,2019-05-10,5,18
408,474,882,2019-05-10,5,19
288,312,600,2019-05-10,5,20
188,238,426,2019-05-10,5,21
79,87,166,2019-05-10,5,22
101,116,217,2019-05-10,5,23
61,71,132,2019-05-10,5,24
40,46,86,2019-05-11,6,1
20,26,46,2019-05-11,6,2
18,25,43,2019-05-11,6,3
18,16,34,2019-05-11,6,4
25,35,60,2019-05-11,6,5
65,53,118,2019-05-11,6,6
93,75,168,2019-05-11,6,7
204,154,358,2019-05-11,6,8
362,274,636,2019-05-11,6,9
537,416,953,2019-05-11,6,10
592,511,1103,2019-05-11,6,11
543,568,1111,2019-05-11,6,12
557,532,1089,2019-05-11,6,13
483,584,1067,2019-05-11,6,14
498,556,1054,2019-05-11,6,15
362,496,858,2019-05-11,6,16
434,479,913,2019-05-11,6,17
410,437,847,2019-05-11,6,18
377,372,749,2019-05-11,6,19
260,280,540,2019-05-11,6,20
174,216,390,2019-05-11,6,21
135,165,300,2019-05-11,6,22
84,126,210,2019-05-11,6,23
60,85,145,2019-05-11,6,24
43,59,102,2019-05-12,7,1
38,35,73,2019-05-12,7,2
24,29,53,2019-05-12,7,3
29,29,58,2019-05-12,7,4
23,27,50,2019-05-12,7,5
45,59,104,2019-05-12,7,6
42,44,86,2019-05-12,7,7
80,87,167,2019-05-12,7,8
169,144,313,2019-05-12,7,9
307,247,554,2019-05-12,7,10
410,391,801,2019-05-12,7,11
523,459,982,2019-05-12,7,12
558,530,1088,2019-05-12,7,13
603,484,1087,2019-05-12,7,14
525,556,1081,2019-05-12,7,15
414,578,992,2019-05-12,7,16
430,566,996,2019-05-12,7,17
487,567,1054,2019-05-12,7,18
358,501,859,2019-05-12,7,19
272,340,612,2019-05-12,7,20
209,222,431,2019-05-12,7,21
115,163,278,2019-05-12,7,22
69,75,144,2019-05-12,7,23
32,38,70,2019-05-12,7,24
16,26,42,2019-05-13,1,1
6,12,18,2019-05-13,1,2
6,15,21,2019-05-13,1,3
17,26,43,2019-05-13,1,4
70,44,114,2019-05-13,1,5
228,180,408,2019-05-13,1,6
570,453,1023,2019-05-13,1,7
882,541,1423,2019-05-13,1,8
671,414,1085,2019-05-13,1,9
573,452,1025,2019-05-13,1,10
565,569,1134,2019-05-13,1,11
568,510,1078,2019-05-13,1,12
560,592,1152,2019-05-13,1,13
515,601,1116,2019-05-13,1,14
591,613,1204,2019-05-13,1,15
631,731,1362,2019-05-13,1,16
754,697,1451,2019-05-13,1,17
605,722,1327,2019-05-13,1,18
441,500,941,2019-05-13,1,19
296,347,643,2019-05-13,1,20
199,205,404,2019-05-13,1,21
114,148,262,2019-05-13,1,22
66,91,157,2019-05-13,1,23
23,31,54,2019-05-13,1,24
12,14,26,2019-05-14,2,1
6,9,15,2019-05-14,2,2
13,7,20,2019-05-14,2,3
10,9,19,2019-05-14,2,4
51,38,89,2019-05-14,2,5
215,156,371,2019-05-14,2,6
582,438,1020,2019-05-14,2,7
894,545,1439,2019-05-14,2,8
607,455,1062,2019-05-14,2,9
563,487,1050,2019-05-14,2,10
560,533,1093,2019-05-14,2,11
506,518,1024,2019-05-14,2,12
527,586,1113,2019-05-14,2,13
546,624,1170,2019-05-14,2,14
574,592,1166,2019-05-14,2,15
623,713,1336,2019-05-14,2,16
799,732,1531,2019-05-14,2,17
597,638,1235,2019-05-14,2,18
402,473,875,2019-05-14,2,19
304,360,664,2019-05-14,2,20
201,211,412,2019-05-14,2,21
151,163,314,2019-05-14,2,22
76,99,175,2019-05-14,2,23
33,35,68,2019-05-14,2,24
9,19,28,2019-05-15,3,1
6,8,14,2019-05-15,3,2
12,6,18,2019-05-15,3,3
13,15,28,2019-05-15,3,4
54,36,90,2019-05-15,3,5
212,159,371,2019-05-15,3,6
594,411,1005,2019-05-15,3,7
856,458,1314,2019-05-15,3,8
620,448,1068,2019-05-15,3,9
556,438,994,2019-05-15,3,10
558,522,1080,2019-05-15,3,11
507,541,1048,2019-05-15,3,12
588,576,1164,2019-05-15,3,13
573,585,1158,2019-05-15,3,14
553,657,1210,2019-05-15,3,15
602,756,1358,2019-05-15,3,16
819,669,1488,2019-05-15,3,17
583,668,1251,2019-05-15,3,18
451,477,928,2019-05-15,3,19
290,343,633,2019-05-15,3,20
193,248,441,2019-05-15,3,21
140,183,323,2019-05-15,3,22
91,104,195,2019-05-15,3,23
30,41,71,2019-05-15,3,24
14,22,36,2019-05-16,4,1
14,14,28,2019-05-16,4,2
7,13,20,2019-05-16,4,3
9,11,20,2019-05-16,4,4
48,37,85,2019-05-16,4,5
215,144,359,2019-05-16,4,6
577,411,988,2019-05-16,4,7
856,542,1398,2019-05-16,4,8
608,458,1066,2019-05-16,4,9
603,462,1065,2019-05-16,4,10
558,505,1063,2019-05-16,4,11
542,538,1080,2019-05-16,4,12
549,588,1137,2019-05-16,4,13
568,621,1189,2019-05-16,4,14
627,573,1200,2019-05-16,4,15
632,661,1293,2019-05-16,4,16
851,714,1565,2019-05-16,4,17
595,680,1275,2019-05-16,4,18
419,692,1111,2019-05-16,4,19
295,473,768,2019-05-16,4,20
190,232,422,2019-05-16,4,21
127,159,286,2019-05-16,4,22
74,94,168,2019-05-16,4,23
41,50,91,2019-05-16,4,24
13,18,31,2019-05-17,5,1
6,8,14,2019-05-17,5,2
9,13,22,2019-05-17,5,3
10,14,24,2019-05-17,5,4
54,36,90,2019-05-17,5,5
217,129,346,2019-05-17,5,6
508,383,891,2019-05-17,5,7
842,516,1358,2019-05-17,5,8
560,453,1013,2019-05-17,5,9
508,456,964,2019-05-17,5,10
550,509,1059,2019-05-17,5,11
677,585,1262,2019-05-17,5,12
730,616,1346,2019-05-17,5,13
668,654,1322,2019-05-17,5,14
705,648,1353,2019-05-17,5,15
661,628,1289,2019-05-17,5,16
628,635,1263,2019-05-17,5,17
507,535,1042,2019-05-17,5,18
410,455,865,2019-05-17,5,19
318,326,644,2019-05-17,5,20
220,245,465,2019-05-17,5,21
143,191,334,2019-05-17,5,22
106,152,258,2019-05-17,5,23
74,72,146,2019-05-17,5,24
43,60,103,2019-05-18,6,1
25,32,57,2019-05-18,6,2
18,24,42,2019-05-18,6,3
17,15,32,2019-05-18,6,4
22,30,52,2019-05-18,6,5
59,32,91,2019-05-18,6,6
83,81,164,2019-05-18,6,7
147,134,281,2019-05-18,6,8
290,226,516,2019-05-18,6,9
463,400,863,2019-05-18,6,10
519,515,1034,2019-05-18,6,11
573,631,1204,2019-05-18,6,12
553,519,1072,2019-05-18,6,13
458,495,953,2019-05-18,6,14
481,449,930,2019-05-18,6,15
431,466,897,2019-05-18,6,16
421,409,830,2019-05-18,6,17
420,402,822,2019-05-18,6,18
347,377,724,2019-05-18,6,19
277,302,579,2019-05-18,6,20
183,224,407,2019-05-18,6,21
118,131,249,2019-05-18,6,22
95,111,206,2019-05-18,6,23
43,89,132,2019-05-18,6,24
52,71,123,2019-05-19,7,1
38,55,93,2019-05-19,7,2
23,29,52,2019-05-19,7,3
21,24,45,2019-05-19,7,4
20,23,43,2019-05-19,7,5
37,29,66,2019-05-19,7,6
35,51,86,2019-05-19,7,7
68,63,131,2019-05-19,7,8
122,133,255,2019-05-19,7,9
225,278,503,2019-05-19,7,10
339,391,730,2019-05-19,7,11
415,501,916,2019-05-19,7,12
515,454,969,2019-05-19,7,13
481,457,938,2019-05-19,7,14
529,510,1039,2019-05-19,7,15
516,500,1016,2019-05-19,7,16
488,512,1000,2019-05-19,7,17
470,526,996,2019-05-19,7,18
365,372,737,2019-05-19,7,19
256,268,524,2019-05-19,7,20
162,201,363,2019-05-19,7,21
104,129,233,2019-05-19,7,22
56,77,133,2019-05-19,7,23
18,49,67,2019-05-19,7,24
8,26,34,2019-05-20,1,1
5,13,18,2019-05-20,1,2
9,7,16,2019-05-20,1,3
10,15,25,2019-05-20,1,4
58,42,100,2019-05-20,1,5
229,181,410,2019-05-20,1,6
554,409,963,2019-05-20,1,7
871,584,1455,2019-05-20,1,8
623,454,1077,2019-05-20,1,9
542,487,1029,2019-05-20,1,10
537,563,1100,2019-05-20,1,11
562,590,1152,2019-05-20,1,12
521,582,1103,2019-05-20,1,13
533,556,1089,2019-05-20,1,14
554,632,1186,2019-05-20,1,15
616,703,1319,2019-05-20,1,16
689,793,1482,2019-05-20,1,17
531,658,1189,2019-05-20,1,18
389,482,871,2019-05-20,1,19
284,333,617,2019-05-20,1,20
184,221,405,2019-05-20,1,21
114,152,266,2019-05-20,1,22
71,69,140,2019-05-20,1,23
17,32,49,2019-05-20,1,24
9,15,24,2019-05-21,2,1
7,13,20,2019-05-21,2,2
4,6,10,2019-05-21,2,3
8,15,23,2019-05-21,2,4
57,31,88,2019-05-21,2,5
188,151,339,2019-05-21,2,6
561,396,957,2019-05-21,2,7
831,570,1401,2019-05-21,2,8
564,466,1030,2019-05-21,2,9
526,502,1028,2019-05-21,2,10
507,530,1037,2019-05-21,2,11
586,574,1160,2019-05-21,2,12
519,525,1044,2019-05-21,2,13
518,640,1158,2019-05-21,2,14
611,657,1268,2019-05-21,2,15
580,740,1320,2019-05-21,2,16
735,794,1529,2019-05-21,2,17
603,663,1266,2019-05-21,2,18
406,527,933,2019-05-21,2,19
262,324,586,2019-05-21,2,20
159,213,372,2019-05-21,2,21
157,165,322,2019-05-21,2,22
56,73,129,2019-05-21,2,23
24,24,48,2019-05-21,2,24
5,17,22,2019-05-22,3,1
12,10,22,2019-05-22,3,2
7,11,18,2019-05-22,3,3
7,13,20,2019-05-22,3,4
53,38,91,2019-05-22,3,5
206,161,367,2019-05-22,3,6
559,410,969,2019-05-22,3,7
822,556,1378,2019-05-22,3,8
604,499,1103,2019-05-22,3,9
554,480,1034,2019-05-22,3,10
506,536,1042,2019-05-22,3,11
533,572,1105,2019-05-22,3,12
504,574,1078,2019-05-22,3,13
555,582,1137,2019-05-22,3,14
598,606,1204,2019-05-22,3,15
605,711,1316,2019-05-22,3,16
758,848,1606,2019-05-22,3,17
508,678,1186,2019-05-22,3,18
419,496,915,2019-05-22,3,19
295,321,616,2019-05-22,3,20
191,202,393,2019-05-22,3,21
149,179,328,2019-05-22,3,22
81,99,180,2019-05-22,3,23
26,26,52,2019-05-22,3,24
25,17,42,2019-05-23,4,1
8,11,19,2019-05-23,4,2
8,3,11,2019-05-23,4,3
11,10,21,2019-05-23,4,4
45,37,82,2019-05-23,4,5
217,165,382,2019-05-23,4,6
570,396,966,2019-05-23,4,7
852,583,1435,2019-05-23,4,8
589,511,1100,2019-05-23,4,9
581,530,1111,2019-05-23,4,10
554,547,1101,2019-05-23,4,11
546,597,1143,2019-05-23,4,12
539,555,1094,2019-05-23,4,13
560,632,1192,2019-05-23,4,14
620,586,1206,2019-05-23,4,15
624,680,1304,2019-05-23,4,16
744,828,1572,2019-05-23,4,17
628,703,1331,2019-05-23,4,18
436,563,999,2019-05-23,4,19
292,372,664,2019-05-23,4,20
208,258,466,2019-05-23,4,21
141,154,295,2019-05-23,4,22
80,104,184,2019-05-23,4,23
41,47,88,2019-05-23,4,24
25,33,58,2019-05-24,5,1
7,11,18,2019-05-24,5,2
6,15,21,2019-05-24,5,3
7,17,24,2019-05-24,5,4
48,35,83,2019-05-24,5,5
203,155,358,2019-05-24,5,6
521,383,904,2019-05-24,5,7
787,545,1332,2019-05-24,5,8
643,508,1151,2019-05-24,5,9
557,565,1122,2019-05-24,5,10
609,644,1253,2019-05-24,5,11
648,764,1412,2019-05-24,5,12
698,813,1511,2019-05-24,5,13
684,855,1539,2019-05-24,5,14
751,801,1552,2019-05-24,5,15
705,774,1479,2019-05-24,5,16
688,729,1417,2019-05-24,5,17
607,659,1266,2019-05-24,5,18
508,608,1116,2019-05-24,5,19
352,457,809,2019-05-24,5,20
228,314,542,2019-05-24,5,21
152,222,374,2019-05-24,5,22
166,158,324,2019-05-24,5,23
80,186,266,2019-05-24,5,24
39,55,94,2019-05-25,6,1
21,33,54,2019-05-25,6,2
12,28,40,2019-05-25,6,3
22,20,42,2019-05-25,6,4
24,41,65,2019-05-25,6,5
67,74,141,2019-05-25,6,6
81,108,189,2019-05-25,6,7
182,301,483,2019-05-25,6,8
316,317,633,2019-05-25,6,9
469,510,979,2019-05-25,6,10
534,657,1191,2019-05-25,6,11
699,730,1429,2019-05-25,6,12
660,704,1364,2019-05-25,6,13
624,740,1364,2019-05-25,6,14
741,603,1344,2019-05-25,6,15
739,547,1286,2019-05-25,6,16
752,498,1250,2019-05-25,6,17
483,575,1058,2019-05-25,6,18
334,545,879,2019-05-25,6,19
274,503,777,2019-05-25,6,20
190,368,558,2019-05-25,6,21
112,234,346,2019-05-25,6,22
102,170,272,2019-05-25,6,23
74,127,201,2019-05-25,6,24
67,98,165,2019-05-26,7,1
53,66,119,2019-05-26,7,2
28,53,81,2019-05-26,7,3
26,34,60,2019-05-26,7,4
23,36,59,2019-05-26,7,5
49,56,105,2019-05-26,7,6
49,49,98,2019-05-26,7,7
58,74,132,2019-05-26,7,8
103,119,222,2019-05-26,7,9
211,238,449,2019-05-26,7,10
304,422,726,2019-05-26,7,11
377,477,854,2019-05-26,7,12
465,496,961,2019-05-26,7,13
437,491,928,2019-05-26,7,14
433,475,908,2019-05-26,7,15
416,435,851,2019-05-26,7,16
373,524,897,2019-05-26,7,17
376,463,839,2019-05-26,7,18
269,339,608,2019-05-26,7,19
191,244,435,2019-05-26,7,20
141,176,317,2019-05-26,7,21
70,116,186,2019-05-26,7,22
49,76,125,2019-05-26,7,23
19,49,68,2019-05-26,7,24
14,27,41,2019-05-27,1,1
5,14,19,2019-05-27,1,2
7,11,18,2019-05-27,1,3
8,20,28,2019-05-27,1,4
55,42,97,2019-05-27,1,5
219,195,414,2019-05-27,1,6
536,448,984,2019-05-27,1,7
839,533,1372,2019-05-27,1,8
609,452,1061,2019-05-27,1,9
576,490,1066,2019-05-27,1,10
530,582,1112,2019-05-27,1,11
541,540,1081,2019-05-27,1,12
496,589,1085,2019-05-27,1,13
509,588,1097,2019-05-27,1,14
555,560,1115,2019-05-27,1,15
632,693,1325,2019-05-27,1,16
724,793,1517,2019-05-27,1,17
532,659,1191,2019-05-27,1,18
412,490,902,2019-05-27,1,19
271,316,587,2019-05-27,1,20
197,198,395,2019-05-27,1,21
94,139,233,2019-05-27,1,22
62,98,160,2019-05-27,1,23
30,45,75,2019-05-27,1,24
21,22,43,2019-05-28,2,1
8,12,20,2019-05-28,2,2
13,9,22,2019-05-28,2,3
10,16,26,2019-05-28,2,4
41,38,79,2019-05-28,2,5
208,162,370,2019-05-28,2,6
537,385,922,2019-05-28,2,7
853,544,1397,2019-05-28,2,8
565,458,1023,2019-05-28,2,9
604,428,1032,2019-05-28,2,10
521,486,1007,2019-05-28,2,11
526,550,1076,2019-05-28,2,12
555,530,1085,2019-05-28,2,13
546,645,1191,2019-05-28,2,14
603,602,1205,2019-05-28,2,15
634,712,1346,2019-05-28,2,16
774,799,1573,2019-05-28,2,17
578,677,1255,2019-05-28,2,18
384,533,917,2019-05-28,2,19
286,334,620,2019-05-28,2,20
202,249,451,2019-05-28,2,21
121,148,269,2019-05-28,2,22
82,123,205,2019-05-28,2,23
20,34,54,2019-05-28,2,24
20,20,40,2019-05-29,3,1
13,14,27,2019-05-29,3,2
17,14,31,2019-05-29,3,3
10,10,20,2019-05-29,3,4
54,45,99,2019-05-29,3,5
202,138,340,2019-05-29,3,6
495,379,874,2019-05-29,3,7
782,555,1337,2019-05-29,3,8
649,459,1108,2019-05-29,3,9
600,530,1130,2019-05-29,3,10
596,559,1155,2019-05-29,3,11
589,631,1220,2019-05-29,3,12
587,649,1236,2019-05-29,3,13
627,645,1272,2019-05-29,3,14
594,651,1245,2019-05-29,3,15
697,744,1441,2019-05-29,3,16
729,747,1476,2019-05-29,3,17
669,688,1357,2019-05-29,3,18
494,545,1039,2019-05-29,3,19
350,385,735,2019-05-29,3,20
218,241,459,2019-05-29,3,21
128,219,347,2019-05-29,3,22
97,128,225,2019-05-29,3,23
75,76,151,2019-05-29,3,24
43,41,84,2019-05-30,4,1
38,26,64,2019-05-30,4,2
28,18,46,2019-05-30,4,3
22,9,31,2019-05-30,4,4
21,24,45,2019-05-30,4,5
39,38,77,2019-05-30,4,6
52,50,102,2019-05-30,4,7
62,72,134,2019-05-30,4,8
123,118,241,2019-05-30,4,9
267,196,463,2019-05-30,4,10
353,323,676,2019-05-30,4,11
399,370,769,2019-05-30,4,12
372,365,737,2019-05-30,4,13
421,378,799,2019-05-30,4,14
426,410,836,2019-05-30,4,15
333,332,665,2019-05-30,4,16
325,376,701,2019-05-30,4,17
303,380,683,2019-05-30,4,18
272,274,546,2019-05-30,4,19
241,181,422,2019-05-30,4,20
153,144,297,2019-05-30,4,21
93,130,223,2019-05-30,4,22
73,82,155,2019-05-30,4,23
47,45,92,2019-05-30,4,24
21,27,48,2019-05-31,5,1
22,22,44,2019-05-31,5,2
24,34,58,2019-05-31,5,3
14,17,31,2019-05-31,5,4
38,38,76,2019-05-31,5,5
93,82,175,2019-05-31,5,6
209,145,354,2019-05-31,5,7
337,230,567,2019-05-31,5,8
366,332,698,2019-05-31,5,9
544,448,992,2019-05-31,5,10
639,558,1197,2019-05-31,5,11
661,605,1266,2019-05-31,5,12
557,611,1168,2019-05-31,5,13
580,579,1159,2019-05-31,5,14
602,599,1201,2019-05-31,5,15
518,589,1107,2019-05-31,5,16
475,542,1017,2019-05-31,5,17
446,499,945,2019-05-31,5,18
348,474,822,2019-05-31,5,19
268,302,570,2019-05-31,5,20
209,227,436,2019-05-31,5,21
141,158,299,2019-05-31,5,22
106,92,198,2019-05-31,5,23
62,68,130,2019-05-31,5,24
41,50,91,2019-06-01,6,1
19,28,47,2019-06-01,6,2
18,13,31,2019-06-01,6,3
19,17,36,2019-06-01,6,4
20,19,39,2019-06-01,6,5
55,49,104,2019-06-01,6,6
79,67,146,2019-06-01,6,7
130,111,241,2019-06-01,6,8
297,246,543,2019-06-01,6,9
487,416,903,2019-06-01,6,10
565,497,1062,2019-06-01,6,11
545,548,1093,2019-06-01,6,12
585,507,1092,2019-06-01,6,13
532,508,1040,2019-06-01,6,14
572,509,1081,2019-06-01,6,15
466,477,943,2019-06-01,6,16
403,460,863,2019-06-01,6,17
366,430,796,2019-06-01,6,18
322,350,672,2019-06-01,6,19
230,299,529,2019-06-01,6,20
204,223,427,2019-06-01,6,21
147,148,295,2019-06-01,6,22
78,108,186,2019-06-01,6,23
77,86,163,2019-06-01,6,24
47,56,103,2019-06-02,7,1
39,39,78,2019-06-02,7,2
19,22,41,2019-06-02,7,3
29,27,56,2019-06-02,7,4
30,28,58,2019-06-02,7,5
65,59,124,2019-06-02,7,6
58,55,113,2019-06-02,7,7
80,67,147,2019-06-02,7,8
151,138,289,2019-06-02,7,9
289,279,568,2019-06-02,7,10
536,405,941,2019-06-02,7,11
588,486,1074,2019-06-02,7,12
692,538,1230,2019-06-02,7,13
604,565,1169,2019-06-02,7,14
488,558,1046,2019-06-02,7,15
461,628,1089,2019-06-02,7,16
360,713,1073,2019-06-02,7,17
478,614,1092,2019-06-02,7,18
306,589,895,2019-06-02,7,19
260,302,562,2019-06-02,7,20
212,224,436,2019-06-02,7,21
107,140,247,2019-06-02,7,22
70,72,142,2019-06-02,7,23
25,36,61,2019-06-02,7,24
21,30,51,2019-06-03,1,1
10,21,31,2019-06-03,1,2
10,8,18,2019-06-03,1,3
9,14,23,2019-06-03,1,4
57,42,99,2019-06-03,1,5
236,171,407,2019-06-03,1,6
525,441,966,2019-06-03,1,7
870,574,1444,2019-06-03,1,8
585,496,1081,2019-06-03,1,9
587,568,1155,2019-06-03,1,10
552,540,1092,2019-06-03,1,11
543,575,1118,2019-06-03,1,12
519,604,1123,2019-06-03,1,13
551,570,1121,2019-06-03,1,14
582,648,1230,2019-06-03,1,15
615,713,1328,2019-06-03,1,16
725,787,1512,2019-06-03,1,17
561,697,1258,2019-06-03,1,18
402,565,967,2019-06-03,1,19
297,338,635,2019-06-03,1,20
170,209,379,2019-06-03,1,21
130,162,292,2019-06-03,1,22
72,108,180,2019-06-03,1,23
33,37,70,2019-06-03,1,24
15,16,31,2019-06-04,2,1
7,11,18,2019-06-04,2,2
12,9,21,2019-06-04,2,3
13,13,26,2019-06-04,2,4
52,33,85,2019-06-04,2,5
239,170,409,2019-06-04,2,6
595,420,1015,2019-06-04,2,7
867,548,1415,2019-06-04,2,8
608,488,1096,2019-06-04,2,9
522,457,979,2019-06-04,2,10
597,522,1119,2019-06-04,2,11
549,554,1103,2019-06-04,2,12
617,574,1191,2019-06-04,2,13
575,625,1200,2019-06-04,2,14
619,649,1268,2019-06-04,2,15
612,754,1366,2019-06-04,2,16
783,780,1563,2019-06-04,2,17
623,756,1379,2019-06-04,2,18
444,576,1020,2019-06-04,2,19
322,373,695,2019-06-04,2,20
225,242,467,2019-06-04,2,21
179,222,401,2019-06-04,2,22
100,124,224,2019-06-04,2,23
31,45,76,2019-06-04,2,24
20,32,52,2019-06-05,3,1
13,15,28,2019-06-05,3,2
7,11,18,2019-06-05,3,3
7,15,22,2019-06-05,3,4
55,35,90,2019-06-05,3,5
218,167,385,2019-06-05,3,6
586,412,998,2019-06-05,3,7
872,562,1434,2019-06-05,3,8
614,469,1083,2019-06-05,3,9
554,482,1036,2019-06-05,3,10
542,520,1062,2019-06-05,3,11
543,563,1106,2019-06-05,3,12
591,599,1190,2019-06-05,3,13
515,646,1161,2019-06-05,3,14
598,605,1203,2019-06-05,3,15
652,683,1335,2019-06-05,3,16
734,780,1514,2019-06-05,3,17
557,688,1245,2019-06-05,3,18
425,512,937,2019-06-05,3,19
290,351,641,2019-06-05,3,20
222,245,467,2019-06-05,3,21
141,182,323,2019-06-05,3,22
90,112,202,2019-06-05,3,23
27,47,74,2019-06-05,3,24
39,20,59,2019-06-06,4,1
13,17,30,2019-06-06,4,2
10,14,24,2019-06-06,4,3
9,14,23,2019-06-06,4,4
49,32,81,2019-06-06,4,5
229,155,384,2019-06-06,4,6
590,397,987,2019-06-06,4,7
864,560,1424,2019-06-06,4,8
672,476,1148,2019-06-06,4,9
587,526,1113,2019-06-06,4,10
596,532,1128,2019-06-06,4,11
536,631,1167,2019-06-06,4,12
561,621,1182,2019-06-06,4,13
569,630,1199,2019-06-06,4,14
637,644,1281,2019-06-06,4,15
711,740,1451,2019-06-06,4,16
836,794,1630,2019-06-06,4,17
624,714,1338,2019-06-06,4,18
469,579,1048,2019-06-06,4,19
299,362,661,2019-06-06,4,20
207,244,451,2019-06-06,4,21
144,179,323,2019-06-06,4,22
92,157,249,2019-06-06,4,23
40,50,90,2019-06-06,4,24
16,32,48,2019-06-07,5,1
8,9,17,2019-06-07,5,2
12,7,19,2019-06-07,5,3
10,14,24,2019-06-07,5,4
48,37,85,2019-06-07,5,5
219,156,375,2019-06-07,5,6
558,380,938,2019-06-07,5,7
796,546,1342,2019-06-07,5,8
620,490,1110,2019-06-07,5,9
613,527,1140,2019-06-07,5,10
632,550,1182,2019-06-07,5,11
655,619,1274,2019-06-07,5,12
