Date,Hour,NO2-ug-per-m3
2019-06-05,23,76
2019-06-05,24,42
2019-06-06,01,38
2019-06-06,02,54
2019-06-06,03,31
2019-06-06,04,23
2019-06-06,05,51
2019-06-06,0-1-06
2019-06-06,3-1-07
2019-06-06,08,64
2019-06-06,09,65
2019-06-06,10,67
2019-06-06,8-1-11
2019-06-06,12,66
2019-06-06,13,67
2019-06-06,14,55
2019-06-06,15,61
2019-06-06,16,47
2019-06-06,17,39
2019-06-06,18,40
2019-06-06,19,45
2019-06-06,20,36
2019-06-06,21,26
2019-06-06,22,21
2019-06-06,23,23
2019-06-06,24,15
2019-06-07,01,15
2019-06-07,02,16
2019-06-07,03,19
2019-06-07,04,39
2019-06-07,05,47
2019-06-07,06,82
2019-06-07,07,94
2019-06-07,2-1-08
2019-06-07,0-1-09
2019-06-07,9-1-10
2019-06-07,4-1-11
2019-06-07,3-1-12
2019-06-07,13,97
2019-06-07,3-1-14
2019-06-07,15,94
2019-06-07,16,90
2019-06-07,17,70
2019-06-07,18,75
2019-06-07,19,80
2019-06-07,20,76
2019-06-07,21,64
2019-06-07,22,46
2019-06-07,23,44
2019-06-07,24,34
2019-06-08,01,16
2019-06-08,02,19
2019-06-08,03,15
2019-06-08,04,13
2019-06-08,05,23
2019-06-08,06,22
2019-06-08,07,27
2019-06-08,08,19
2019-06-08,09,16
2019-06-08,10,14
2019-06-08,11,15
2019-06-08,12,20
2019-06-08,13,15
2019-06-08,14,14
2019-06-08,15,12
2019-06-08,16,13
2019-06-08,17,17
2019-06-08,18,12
2019-06-08,19,11
2019-06-08,20,11
2019-06-08,21,8
2019-06-08,22,11
2019-06-08,23,10
2019-06-08,24,15
2019-06-09,01,8
2019-06-09,02,8
2019-06-09,03,7
2019-06-09,04,7
2019-06-09,05,9
2019-06-09,06,12
2019-06-09,07,10
2019-06-09,08,8
2019-06-09,09,8
2019-06-09,10,11
2019-06-09,11,13
2019-06-09,12,13
2019-06-09,13,18
2019-06-09,14,20
2019-06-09,15,25
2019-06-09,16,25
2019-06-09,17,28
2019-06-09,18,63
2019-06-09,19,79
2019-06-09,20,73
2019-06-09,21,64
2019-06-09,22,74
2019-06-09,23,64
2019-06-09,24,55
2019-06-10,01,42
2019-06-10,02,32
2019-06-10,03,25
2019-06-10,04,19
2019-06-10,05,19
2019-06-10,06,31
2019-06-10,07,46
2019-06-10,08,44
2019-06-10,09,48
2019-06-10,10,80
2019-06-10,11,73
2019-06-10,12,82
2019-06-10,13,75
2019-06-10,14,75
2019-06-10,15,67
2019-06-10,16,54
2019-06-10,17,47
2019-06-10,18,48
2019-06-10,19,63
2019-06-10,20,53
2019-06-10,21,46
2019-06-10,22,31
2019-06-10,23,33
2019-06-10,24,22
2019-06-11,01,19
2019-06-11,02,17
2019-06-11,03,21
2019-06-11,04,34
2019-06-11,05,70
2019-06-11,06,93
2019-06-11,1-1-07
2019-06-11,6-1-08
2019-06-11,0-1-09
2019-06-11,10,99
2019-06-11,5-1-11
2019-06-11,12,89
2019-06-11,13,92
2019-06-11,14,89
2019-06-11,15,53
2019-06-11,16,49
2019-06-11,17,56
2019-06-11,18,79
2019-06-11,19,79
2019-06-11,20,51
2019-06-11,21,67
2019-06-11,22,76
2019-06-11,23,69
2019-06-11,24,35
2019-06-12,01,19
2019-06-12,02,23
2019-06-12,03,27
2019-06-12,04,35
2019-06-12,05,50
2019-06-12,06,69
2019-06-12,7-1-07
2019-06-12,4-1-08
2019-06-12,3-1-09
2019-06-12,0-1-10
2019-06-12,0-1-11
2019-06-12,2-1-12
2019-06-12,13,98
2019-06-12,3-1-14
2019-06-12,3-1-15
2019-06-12,16,92
2019-06-12,17,98
2019-06-12,2-1-18
2019-06-12,7-1-19
2019-06-12,20,84
2019-06-12,21,49
2019-06-12,22,42
2019-06-12,23,24
2019-06-12,24,15
2019-06-13,01,13
2019-06-13,02,17
2019-06-13,03,13
2019-06-13,04,19
2019-06-13,05,38
2019-06-13,06,41
2019-06-13,07,61
2019-06-13,08,53
2019-06-13,09,47
2019-06-13,10,32
2019-06-13,11,29
2019-06-13,12,23
2019-06-13,13,23
2019-06-13,14,23
2019-06-13,15,28
2019-06-13,16,39
2019-06-13,17,32
2019-06-13,18,44
2019-06-13,19,57
2019-06-13,20,79
2019-06-13,21,81
2019-06-13,22,50
2019-06-13,23,50
2019-06-13,24,30
2019-06-14,01,38
2019-06-14,02,41
2019-06-14,03,34
2019-06-14,04,29
2019-06-14,05,48
2019-06-14,06,78
2019-06-14,07,76
2019-06-14,08,45
2019-06-14,09,45
2019-06-14,10,41
2019-06-14,11,47
2019-06-14,12,42
2019-06-14,13,43
2019-06-14,14,66
2019-06-14,15,95
2019-06-14,16,82
2019-06-14,17,96
2019-06-14,3-1-18
2019-06-14,19,94
2019-06-14,5-1-20
2019-06-14,21,99
2019-06-14,5-1-22
2019-06-14,23,90
2019-06-14,24,73
2019-06-15,01,66
2019-06-15,02,46
2019-06-15,03,47
2019-06-15,04,35
2019-06-15,05,38
2019-06-15,06,70
2019-06-15,07,74
2019-06-15,08,72
2019-06-15,09,89
2019-06-15,10,56
2019-06-15,11,55
2019-06-15,12,56
2019-06-15,13,61
2019-06-15,6-1-14
2019-06-15,6-1-15
2019-06-15,16,55
2019-06-15,17,55
2019-06-15,18,65
2019-06-15,19,58
2019-06-15,20,28
2019-06-15,21,19
2019-06-15,22,16
2019-06-15,23,13
2019-06-15,24,19
2019-06-16,01,16
2019-06-16,02,12
2019-06-16,03,9
2019-06-16,04,9
2019-06-16,05,15
2019-06-16,06,13
2019-06-16,07,10
2019-06-16,08,11
2019-06-16,09,15
2019-06-16,10,23
2019-06-16,11,31
2019-06-16,12,27
2019-06-16,13,30
2019-06-16,14,34
2019-06-16,15,43
2019-06-16,16,46
2019-06-16,17,33
2019-06-16,18,42
2019-06-16,19,59
2019-06-16,20,89
2019-06-16,21,90
2019-06-16,22,81
2019-06-16,23,59
2019-06-16,24,29
2019-06-17,01,30
2019-06-17,02,18
2019-06-17,03,20
2019-06-17,04,30
2019-06-17,05,49
2019-06-17,06,72
2019-06-17,07,61
2019-06-17,08,53
2019-06-17,09,38
2019-06-17,10,39
2019-06-17,11,32
2019-06-17,12,31
2019-06-17,13,54
2019-06-17,14,82
2019-06-17,15,72
2019-06-17,16,73
2019-06-17,4-1-17
2019-06-17,18,94
2019-06-17,19,80
2019-06-17,20,73
2019-06-17,21,55
2019-06-17,22,42
2019-06-17,23,30
2019-06-17,24,27
2019-06-18,01,18
2019-06-18,02,12
2019-06-18,03,11
2019-06-18,04,22
2019-06-18,05,41
2019-06-18,06,72
2019-06-18,07,68
2019-06-18,08,55
2019-06-18,09,56
2019-06-18,10,63
2019-06-18,11,65
2019-06-18,12,58
2019-06-18,13,66
2019-06-18,14,68
2019-06-18,15,50
2019-06-18,16,80
2019-06-18,4-1-17
2019-06-18,4-1-18
2019-06-18,1-1-19
2019-06-18,2-1-20
2019-06-18,7-1-21
2019-06-18,22,69
2019-06-18,23,81
2019-06-18,24,63
2019-06-19,01,47
2019-06-19,02,32
2019-06-19,03,37
2019-06-19,04,43
2019-06-19,05,62
2019-06-19,06,89
2019-06-19,5-1-07
2019-06-19,4-1-08
2019-06-19,8-1-09
2019-06-19,6-1-10
2019-06-19,0-1-11
2019-06-19,12,92
2019-06-19,13,97
2019-06-19,14,67
2019-06-19,15,55
2019-06-19,16,61
2019-06-19,17,42
2019-06-19,18,58
2019-06-19,19,88
2019-06-19,20,73
2019-06-19,21,79
2019-06-19,22,71
2019-06-19,23,41
2019-06-19,24,36
2019-06-20,01,22
2019-06-20,02,14
2019-06-20,03,26
2019-06-20,04,19
2019-06-20,05,47
2019-06-20,06,60
2019-06-20,07,59
2019-06-20,08,59
2019-06-20,09,54
2019-06-20,10,50
2019-06-20,11,40
2019-06-20,12,46
2019-06-20,13,38
2019-06-20,14,51
2019-06-20,15,60
2019-06-20,16,63
2019-06-20,17,65
2019-06-20,18,38
2019-06-20,19,64
2019-06-20,20,53
2019-06-20,21,75
2019-06-20,22,54
2019-06-20,23,50
2019-06-20,24,29
2019-06-21,01,17
2019-06-21,02,14
2019-06-21,03,13
2019-06-21,04,20
2019-06-21,05,47
2019-06-21,06,68
2019-06-21,07,87
2019-06-21,08,79
2019-06-21,09,44
2019-06-21,10,38
2019-06-21,11,55
2019-06-21,12,39
2019-06-21,13,55
2019-06-21,14,48
2019-06-21,15,54
2019-06-21,16,55
2019-06-21,17,60
2019-06-21,18,74
2019-06-21,19,67
2019-06-21,20,54
2019-06-21,21,44
2019-06-21,22,56
2019-06-21,23,68
2019-06-21,24,67
2019-06-22,01,55
2019-06-22,02,49
2019-06-22,03,42
2019-06-22,04,30
2019-06-22,05,36
2019-06-22,06,51
2019-06-22,07,58
2019-06-22,08,71
2019-06-22,09,77
2019-06-22,10,91
2019-06-22,11,80
2019-06-22,12,85
2019-06-22,13,85
2019-06-22,14,76
2019-06-22,15,72
2019-06-22,16,69
2019-06-22,17,68
2019-06-22,18,70
2019-06-22,19,88
2019-06-22,20,87
2019-06-22,21,65
2019-06-22,22,64
2019-06-22,23,64
2019-06-22,24,73
2019-06-23,01,69
2019-06-23,02,64
2019-06-23,03,57
2019-06-23,04,47
2019-06-23,05,50
2019-06-23,06,52
2019-06-23,07,44
2019-06-23,08,24
2019-06-23,09,27
2019-06-23,10,37
2019-06-23,11,49
2019-06-23,12,54
2019-06-23,13,56
2019-06-23,14,53
2019-06-23,15,50
2019-06-23,16,58
2019-06-23,17,62
2019-06-23,18,73
2019-06-23,19,89
2019-06-23,20,72
2019-06-23,21,63
2019-06-23,22,60
2019-06-23,23,57
2019-06-23,24,41
2019-06-24,01,42
2019-06-24,02,35
2019-06-24,03,28
2019-06-24,04,35
2019-06-24,05,67
2019-06-24,06,88
2019-06-24,1-1-07
2019-06-24,7-1-08
2019-06-24,09,80
2019-06-24,10,74
2019-06-24,11,79
2019-06-24,12,78
2019-06-24,13,87
2019-06-24,14,92
2019-06-24,15,89
2019-06-24,16,87
2019-06-24,3-1-17
2019-06-24,18,96
2019-06-24,19,82
2019-06-24,20,63
2019-06-24,21,53
2019-06-24,22,39
2019-06-24,23,45
2019-06-24,24,23
2019-06-25,01,18
2019-06-25,02,18
2019-06-25,03,16
2019-06-25,04,27
2019-06-25,05,66
2019-06-25,0-1-06
2019-06-25,8-1-07
2019-06-25,08,98
2019-06-25,09,98
2019-06-25,10,92
2019-06-25,11,74
2019-06-25,12,84
2019-06-25,13,74
2019-06-25,14,76
2019-06-25,15,52
2019-06-25,16,69
2019-06-25,17,61
2019-06-25,18,73
2019-06-25,19,98
2019-06-25,4-1-20
2019-06-25,8-1-21
2019-06-25,8-1-22
2019-06-25,23,94
2019-06-25,24,75
2019-06-26,01,95
2019-06-26,02,75
2019-06-26,03,43
2019-06-26,04,46
2019-06-26,05,84
2019-06-26,4-1-06
2019-06-26,2-1-07
2019-06-26,08,80
2019-06-26,09,75
2019-06-26,10,61
2019-06-26,11,55
2019-06-26,12,61
2019-06-26,13,75
2019-06-26,14,82
2019-06-26,15,82
2019-06-26,16,76
2019-06-26,17,57
2019-06-26,18,81
2019-06-26,19,66
2019-06-26,20,49
2019-06-26,21,34
2019-06-26,22,33
2019-06-26,23,28
2019-06-26,24,19
2019-06-27,01,13
2019-06-27,02,14
2019-06-27,03,13
2019-06-27,04,13
2019-06-27,05,26
2019-06-27,06,49
2019-06-27,07,68
2019-06-27,08,68
2019-06-27,09,61
2019-06-27,10,58
2019-06-27,11,51
2019-06-27,12,53
2019-06-27,13,52
2019-06-27,14,57
2019-06-27,15,59
2019-06-27,16,55
2019-06-27,17,54
2019-06-27,18,51
2019-06-27,19,48
2019-06-27,20,33
2019-06-27,21,36
2019-06-27,22,36
2019-06-27,23,36
2019-06-27,24,35
2019-06-28,01,27
2019-06-28,02,32
2019-06-28,03,29
2019-06-28,04,31
2019-06-28,05,54
2019-06-28,06,80
2019-06-28,07,83
2019-06-28,08,88
2019-06-28,09,85
2019-06-28,10,65
2019-06-28,11,67
2019-06-28,12,60
2019-06-28,13,55
2019-06-28,14,78
2019-06-28,15,78
2019-06-28,16,69
2019-06-28,17,74
2019-06-28,18,77
2019-06-28,19,61
2019-06-28,20,51
2019-06-28,21,42
2019-06-28,22,48
2019-06-28,23,41
2019-06-28,24,35
2019-06-29,01,40
2019-06-29,02,33
2019-06-29,03,17
2019-06-29,04,18
2019-06-29,05,19
2019-06-29,06,24
2019-06-29,07,26
2019-06-29,08,31
2019-06-29,09,28
2019-06-29,10,26
2019-06-29,11,30
2019-06-29,12,33
2019-06-29,13,35
2019-06-29,14,31
2019-06-29,15,31
2019-06-29,16,49
2019-06-29,17,48
2019-06-29,18,48
2019-06-29,19,89
2019-06-29,20,79
2019-06-29,9-1-21
2019-06-29,1-1-22
2019-06-29,23,91
2019-06-29,24,88
2019-06-30,01,84
2019-06-30,02,74
2019-06-30,03,49
2019-06-30,04,19
2019-06-30,05,32
2019-06-30,06,44
2019-06-30,07,17
2019-06-30,08,13
2019-06-30,09,12
2019-06-30,10,19
2019-06-30,11,24
2019-06-30,12,25
2019-06-30,13,24
2019-06-30,14,29
2019-06-30,15,32
2019-06-30,16,28
2019-06-30,17,31
2019-06-30,18,37
2019-06-30,19,47
2019-06-30,20,35
2019-06-30,21,35
2019-06-30,22,28
2019-06-30,23,27
2019-06-30,24,13
2019-07-01,01,19
2019-07-01,02,16
2019-07-01,03,13
2019-07-01,04,16
2019-07-01,05,43
2019-07-01,06,41
2019-07-01,07,44
2019-07-01,08,35
2019-07-01,09,41
2019-07-01,10,36
2019-07-01,11,30
2019-07-01,12,28
2019-07-01,13,30
2019-07-01,14,30
2019-07-01,15,33
2019-07-01,16,38
2019-07-01,17,35
2019-07-01,18,38
2019-07-01,19,28
2019-07-01,20,20
2019-07-01,21,17
2019-07-01,22,14
2019-07-01,23,10
2019-07-01,24,7
2019-07-02,01,2
2019-07-02,02,5
2019-07-02,03,8
2019-07-02,04,11
2019-07-02,05,21
2019-07-02,06,46
2019-07-02,07,53
2019-07-02,08,49
2019-07-02,09,54
2019-07-02,10,-
2019-07-02,11,-
2019-07-02,12,44
2019-07-02,13,40
2019-07-02,14,45
2019-07-02,15,40
2019-07-02,16,58
2019-07-02,17,47
2019-07-02,18,45
2019-07-02,19,41
2019-07-02,20,29
2019-07-02,21,30
2019-07-02,22,34
2019-07-02,23,34
2019-07-02,24,19
2019-07-03,01,17
2019-07-03,02,16
2019-07-03,03,12
2019-07-03,04,12
2019-07-03,05,20
2019-07-03,06,53
2019-07-03,07,60
2019-07-03,08,58
2019-07-03,09,72
2019-07-03,10,67
2019-07-03,11,62
2019-07-03,12,43
2019-07-03,13,44
2019-07-03,14,66
2019-07-03,15,51
2019-07-03,16,50
2019-07-03,17,62
2019-07-03,18,62
2019-07-03,19,72
2019-07-03,20,47
2019-07-03,21,36
2019-07-03,22,24
2019-07-03,23,22
2019-07-03,24,22
2019-07-04,01,15
2019-07-04,02,14
2019-07-04,03,8
2019-07-04,04,16
2019-07-04,05,33
2019-07-04,06,59
2019-07-04,07,74
2019-07-04,08,40
2019-07-04,09,35
2019-07-04,10,33
2019-07-04,11,34
2019-07-04,12,28
2019-07-04,13,37
2019-07-04,14,34
2019-07-04,15,42
2019-07-04,16,37
2019-07-04,17,38
2019-07-04,18,35
2019-07-04,19,32
2019-07-04,20,25
2019-07-04,21,13
2019-07-04,22,13
2019-07-04,23,11
2019-07-04,24,8
2019-07-05,01,7
2019-07-05,02,5
2019-07-05,03,2
2019-07-05,04,7
2019-07-05,05,20
2019-07-05,06,40
2019-07-05,07,65
2019-07-05,08,48
2019-07-05,09,41
2019-07-05,10,41
2019-07-05,11,41
2019-07-05,12,42
2019-07-05,13,40
2019-07-05,14,40
2019-07-05,15,42
2019-07-05,16,32
2019-07-05,17,34
2019-07-05,18,34
2019-07-05,19,39
2019-07-05,20,25
2019-07-05,21,25
2019-07-05,22,18
2019-07-05,23,16
2019-07-05,24,14
2019-07-06,01,10
2019-07-06,02,8
2019-07-06,03,7
2019-07-06,04,4
2019-07-06,05,10
2019-07-06,06,29
2019-07-06,07,17
2019-07-06,08,15
2019-07-06,09,14
2019-07-06,10,15
2019-07-06,11,19
2019-07-06,12,18
2019-07-06,13,20
2019-07-06,14,25
2019-07-06,15,20
2019-07-06,16,27
2019-07-06,17,22
2019-07-06,18,25
2019-07-06,19,22
2019-07-06,20,20
2019-07-06,21,19
2019-07-06,22,16
2019-07-06,23,11
2019-07-06,24,12
2019-07-07,01,10
2019-07-07,02,8
2019-07-07,03,7
2019-07-07,04,6
2019-07-07,05,5
2019-07-07,06,9
2019-07-07,07,9
2019-07-07,08,8
2019-07-07,09,16
2019-07-07,10,23
2019-07-07,11,36
2019-07-07,12,32
2019-07-07,13,32
2019-07-07,14,32
2019-07-07,15,34
2019-07-07,16,25
2019-07-07,17,28
2019-07-07,18,47
2019-07-07,19,33
2019-07-07,20,24
2019-07-07,21,25
2019-07-07,22,21
2019-07-07,23,21
2019-07-07,24,18
2019-07-08,01,14
2019-07-08,02,17
2019-07-08,03,14
2019-07-08,04,21
2019-07-08,05,31
2019-07-08,06,69
2019-07-08,07,82
2019-07-08,08,57
2019-07-08,09,56
2019-07-08,10,75
2019-07-08,11,59
2019-07-08,12,55
2019-07-08,13,53
2019-07-08,14,57
2019-07-08,15,51
2019-07-08,16,62
2019-07-08,17,63
2019-07-08,18,50
2019-07-08,19,49
2019-07-08,20,31
2019-07-08,21,26
2019-07-08,22,22
2019-07-08,23,21
2019-07-08,24,14
2019-07-09,01,12
2019-07-09,02,15
2019-07-09,03,21
2019-07-09,04,18
2019-07-09,05,36
2019-07-09,06,70
2019-07-09,07,77
2019-07-09,08,77
2019-07-09,09,76
2019-07-09,10,61
2019-07-09,11,67
2019-07-09,12,54
2019-07-09,13,54
2019-07-09,14,58
2019-07-09,15,53
2019-07-09,16,60
2019-07-09,17,52
2019-07-09,18,46
2019-07-09,19,39
2019-07-09,20,32
2019-07-09,21,30
2019-07-09,22,27
2019-07-09,23,30
2019-07-09,24,22
2019-07-10,01,12
2019-07-10,02,10
2019-07-10,03,10
2019-07-10,04,15
2019-07-10,05,48
2019-07-10,06,84
2019-07-10,6-1-07
2019-07-10,08,93
2019-07-10,09,77
2019-07-10,10,68
2019-07-10,11,59
2019-07-10,12,46
2019-07-10,13,61
2019-07-10,14,50
2019-07-10,15,77
2019-07-10,16,72
2019-07-10,17,65
2019-07-10,18,59
2019-07-10,19,49
2019-07-10,20,42
2019-07-10,21,37
2019-07-10,22,48
2019-07-10,23,45
2019-07-10,24,36
2019-07-11,01,23
2019-07-11,02,25
2019-07-11,03,27
2019-07-11,04,31
2019-07-11,05,50
2019-07-11,06,64
2019-07-11,07,82
2019-07-11,08,78
2019-07-11,09,50
2019-07-11,10,37
2019-07-11,11,30
2019-07-11,12,27
2019-07-11,13,33
2019-07-11,14,-
2019-07-11,15,-
2019-07-11,16,66
2019-07-11,17,93
2019-07-11,18,85
2019-07-11,19,83
2019-07-11,20,74
2019-07-11,21,68
2019-07-11,22,62
2019-07-11,23,41
2019-07-11,24,29
2019-07-12,01,20
2019-07-12,02,20
2019-07-12,03,23
2019-07-12,04,23
2019-07-12,05,33
2019-07-12,06,55
2019-07-12,07,74
2019-07-12,08,70
2019-07-12,09,57
2019-07-12,10,67
2019-07-12,11,61
2019-07-12,12,66
2019-07-12,13,87
2019-07-12,6-1-14
2019-07-12,6-1-15
2019-07-12,2-1-16
2019-07-12,2-1-17
2019-07-12,4-1-18
2019-07-12,19,75
2019-07-12,20,86
2019-07-12,21,79
2019-07-12,22,64
2019-07-12,23,53
2019-07-12,24,55
2019-07-13,01,57
2019-07-13,02,52
2019-07-13,03,42
2019-07-13,04,41
2019-07-13,05,44
2019-07-13,06,58
2019-07-13,07,52
2019-07-13,08,56
2019-07-13,09,74
2019-07-13,10,85
2019-07-13,11,95
2019-07-13,12,83
2019-07-13,13,92
2019-07-13,14,94
2019-07-13,15,84
2019-07-13,16,57
2019-07-13,17,47
2019-07-13,18,45
2019-07-13,19,40
2019-07-13,20,31
2019-07-13,21,21
2019-07-13,22,22
2019-07-13,23,26
2019-07-13,24,27
2019-07-14,01,19
2019-07-14,02,18
2019-07-14,03,10
2019-07-14,04,13
2019-07-14,05,14
2019-07-14,06,17
2019-07-14,07,17
2019-07-14,08,26
2019-07-14,09,26
2019-07-14,10,34
2019-07-14,11,46
2019-07-14,12,55
2019-07-14,13,38
2019-07-14,14,33
2019-07-14,15,33
2019-07-14,16,21
2019-07-14,17,25
2019-07-14,18,28
2019-07-14,19,38
2019-07-14,20,35
2019-07-14,21,34
2019-07-14,22,25
2019-07-14,23,34
2019-07-14,24,15
2019-07-15,01,17
2019-07-15,02,13
2019-07-15,03,11
2019-07-15,04,14
2019-07-15,05,51
2019-07-15,06,71
2019-07-15,07,82
2019-07-15,08,88
2019-07-15,09,57
2019-07-15,10,51
2019-07-15,11,53
2019-07-15,12,44
2019-07-15,13,31
2019-07-15,14,40
2019-07-15,15,37
2019-07-15,16,41
2019-07-15,17,35
2019-07-15,18,37
2019-07-15,19,33
2019-07-15,20,27
2019-07-15,21,20
2019-07-15,22,16
2019-07-15,23,16
2019-07-15,24,13
2019-07-16,01,9
2019-07-16,02,6
2019-07-16,03,11
2019-07-16,04,13
2019-07-16,05,30
2019-07-16,06,47
2019-07-16,07,56
2019-07-16,08,50
2019-07-16,09,40
2019-07-16,10,38
2019-07-16,11,38
2019-07-16,12,38
2019-07-16,13,40
2019-07-16,14,42
2019-07-16,15,45
2019-07-16,16,48
2019-07-16,17,47
2019-07-16,18,40
2019-07-16,19,31
2019-07-16,20,23
2019-07-16,21,19
2019-07-16,22,19
2019-07-16,23,17
2019-07-16,24,16
2019-07-17,01,8
2019-07-17,02,11
2019-07-17,03,11
2019-07-17,04,10
2019-07-17,05,35
2019-07-17,06,66
2019-07-17,07,89
2019-07-17,08,89
2019-07-17,09,88
2019-07-17,10,81
2019-07-17,11,75
2019-07-17,12,83
2019-07-17,13,82
2019-07-17,14,65
2019-07-17,15,53
2019-07-17,16,41
2019-07-17,17,42
2019-07-17,18,42
2019-07-17,19,59
2019-07-17,20,50
2019-07-17,21,65
2019-07-17,22,64
2019-07-17,23,57
2019-07-17,24,43
2019-07-18,01,35
2019-07-18,02,28
2019-07-18,03,25
2019-07-18,04,26
2019-07-18,05,-
2019-07-18,06,57
2019-07-18,07,79
2019-07-18,08,74
2019-07-18,09,60
2019-07-18,10,48
2019-07-18,11,49
2019-07-18,12,46
2019-07-18,13,57
2019-07-18,14,54
2019-07-18,15,59
2019-07-18,16,65
2019-07-18,17,87
2019-07-18,8-1-18
2019-07-18,3-1-19
2019-07-18,20,99
2019-07-18,21,82
2019-07-18,22,60
2019-07-18,23,58
2019-07-18,24,43
2019-07-19,01,22
2019-07-19,02,22
2019-07-19,03,23
2019-07-19,04,35
2019-07-19,05,52
2019-07-19,06,73
2019-07-19,07,94
2019-07-19,08,79
2019-07-19,09,85
2019-07-19,10,51
2019-07-19,11,59
2019-07-19,12,50
2019-07-19,13,56
2019-07-19,14,54
2019-07-19,15,55
2019-07-19,16,47
2019-07-19,17,34
2019-07-19,18,50
2019-07-19,19,55
2019-07-19,20,45
2019-07-19,21,52
2019-07-19,22,69
2019-07-19,23,55
2019-07-19,24,49
2019-07-20,01,44
2019-07-20,02,43
2019-07-20,03,38
2019-07-20,04,33
2019-07-20,05,39
2019-07-20,06,40
2019-07-20,07,38
2019-07-20,08,29
2019-07-20,09,25
2019-07-20,10,31
2019-07-20,11,33
2019-07-20,12,32
2019-07-20,13,22
2019-07-20,14,23
2019-07-20,15,28
2019-07-20,16,25
2019-07-20,17,40
2019-07-20,18,45
2019-07-20,19,83
2019-07-20,20,61
2019-07-20,21,43
2019-07-20,22,18
2019-07-20,23,15
2019-07-20,24,20
2019-07-21,01,17
2019-07-21,02,21
2019-07-21,03,21
2019-07-21,04,18
2019-07-21,05,12
2019-07-21,06,13
2019-07-21,07,11
2019-07-21,08,11
2019-07-21,09,9
2019-07-21,10,10
2019-07-21,11,16
2019-07-21,12,17
2019-07-21,13,19
2019-07-21,14,21
2019-07-21,15,19
2019-07-21,16,18
2019-07-21,17,24
2019-07-21,18,24
2019-07-21,19,39
2019-07-21,20,30
2019-07-21,21,30
2019-07-21,22,34
2019-07-21,23,45
2019-07-21,24,34
2019-07-22,01,16
2019-07-22,02,15
2019-07-22,03,15
2019-07-22,04,20
2019-07-22,05,28
2019-07-22,06,46
2019-07-22,07,52
2019-07-22,08,45
2019-07-22,09,45
2019-07-22,10,38
2019-07-22,11,44
2019-07-22,12,44
2019-07-22,13,65
2019-07-22,14,53
2019-07-22,15,42
2019-07-22,16,50
2019-07-22,17,47
2019-07-22,18,60
2019-07-22,19,83
2019-07-22,20,37
2019-07-22,21,22
2019-07-22,22,18
2019-07-22,23,15
2019-07-22,24,10
2019-07-23,01,14
2019-07-23,02,20
2019-07-23,03,18
2019-07-23,04,27
2019-07-23,05,33
2019-07-23,06,61
2019-07-23,07,67
2019-07-23,08,62
2019-07-23,09,53
2019-07-23,10,40
2019-07-23,11,36
2019-07-23,12,36
2019-07-23,13,39
2019-07-23,14,63
2019-07-23,15,69
2019-07-23,16,-
2019-07-23,17,-
2019-07-23,18,-
2019-07-23,19,-
2019-07-23,20,-
2019-07-23,21,-
2019-07-23,22,-
2019-07-23,23,-
2019-07-23,24,-
2019-07-24,01,-
2019-07-24,02,-
2019-07-24,03,-
2019-07-24,04,-
2019-07-24,05,-
2019-07-24,06,-
2019-07-24,07,-
2019-07-24,08,-
2019-07-24,09,-
2019-07-24,10,-
2019-07-24,11,-
2019-07-24,12,-
2019-07-24,13,-
2019-07-24,14,-
2019-07-24,15,-
2019-07-24,16,-
2019-07-24,17,-
2019-07-24,18,-
2019-07-24,19,-
2019-07-24,20,-
2019-07-24,21,-
2019-07-24,22,-
2019-07-24,23,-
2019-07-24,24,-
2019-07-25,01,-
2019-07-25,02,-
2019-07-25,03,-
2019-07-25,04,-
2019-07-25,05,-
2019-07-25,06,-
2019-07-25,07,-
2019-07-25,08,-
2019-07-25,09,-
2019-07-25,10,-
2019-07-25,11,-
2019-07-25,12,-
2019-07-25,13,-
2019-07-25,14,77
2019-07-25,15,93
2019-07-25,6-1-16
2019-07-25,9-1-17
2019-07-25,7-1-18
2019-07-25,9-1-19
2019-07-25,20,78
2019-07-25,21,64
2019-07-25,22,49
2019-07-25,23,45
2019-07-25,24,35
2019-07-26,01,21
2019-07-26,02,19
2019-07-26,03,20
2019-07-26,04,16
2019-07-26,05,37
2019-07-26,06,67
2019-07-26,07,81
2019-07-26,08,-
2019-07-26,09,61
2019-07-26,10,59
2019-07-26,11,56
2019-07-26,12,50
2019-07-26,13,58
2019-07-26,14,62
2019-07-26,15,69
2019-07-26,16,67
2019-07-26,17,60
2019-07-26,18,54
2019-07-26,19,41
2019-07-26,20,35
2019-07-26,21,38
2019-07-26,22,30
2019-07-26,23,26
2019-07-26,24,19
2019-07-27,01,14
2019-07-27,02,16
2019-07-27,03,11
2019-07-27,04,13
2019-07-27,05,19
2019-07-27,06,28
2019-07-27,07,24
2019-07-27,08,26
2019-07-27,09,31
2019-07-27,10,43
2019-07-27,11,42
2019-07-27,12,40
2019-07-27,13,43
2019-07-27,14,36
2019-07-27,15,34
2019-07-27,16,31
2019-07-27,17,30
2019-07-27,18,37
2019-07-27,19,34
2019-07-27,20,31
2019-07-27,21,30
2019-07-27,22,29
2019-07-27,23,26
2019-07-27,24,20
2019-07-28,01,15
2019-07-28,02,13
2019-07-28,03,9
2019-07-28,04,7
2019-07-28,05,9
2019-07-28,06,16
2019-07-28,07,22
2019-07-28,08,19
2019-07-28,09,22
