,Date,Hour,e5,e10,diesel
1387,2019-02-27,19,1.279,1.252333333,1.199
1388,2019-02-27,20,1.342333333,1.322333333,1.259
1389,2019-02-27,21,1.325571429,1.299285714,1.250142857
1390,2019-02-27,22,1.379,1.359,1.279
1391,2019-02-27,23,1.374,1.354,1.279
1392,2019-02-28,0,1.369,1.349,1.279
1393,2019-02-28,1,1.364,1.344,1.279
1394,2019-02-28,2,1.359,1.339,1.279
1395,2019-02-28,3,1.399,1.379,1.319
1396,2019-02-28,4,1.439,1.419,1.359
1397,2019-02-28,5,1.411911392,1.387227848,1.321151899
1398,2019-02-28,6,1.384688073,1.357348624,1.312027523
1399,2019-02-28,7,1.360794872,1.336179487,1.289769231
1400,2019-02-28,8,1.3494,1.3242,1.2754
1401,2019-02-28,9,1.34843662,1.323647887,1.274211268
1402,2019-02-28,10,1.347510638,1.322404255,1.271978723
1403,2019-02-28,11,1.382981481,1.356685185,1.31437037
1404,2019-02-28,12,1.364875,1.339,1.28825
1405,2019-02-28,13,1.35213253,1.324903614,1.280084337
1406,2019-02-28,14,1.34537931,1.319862069,1.263310345
1407,2019-02-28,15,1.361244898,1.338183673,1.279408163
1408,2019-02-28,16,1.365280488,1.341134146,1.288878049
1409,2019-02-28,17,1.335372549,1.308509804,1.258901961
1410,2019-02-28,18,1.32925974,1.304844156,1.244974026
1411,2019-02-28,19,1.3145,1.28725,1.233
1412,2019-02-28,20,1.330612903,1.306096774,1.24883871
1413,2019-02-28,21,1.355571429,1.329,1.275857143
1414,2019-02-28,22,1.379,1.359,1.279
1415,2019-02-28,23,1.384,1.364,1.2865
1416,2019-03-01,0,1.389,1.369,1.294
1417,2019-03-01,1,1.394,1.374,1.3015
1418,2019-03-01,2,1.399,1.379,1.309
1419,2019-03-01,3,1.379,1.359,1.289
1420,2019-03-01,4,1.439526316,1.419526316,1.359526316
1421,2019-03-01,5,1.415849315,1.389958904,1.332013699
1422,2019-03-01,6,1.399416667,1.37475,1.3115
1423,2019-03-01,7,1.390965812,1.365837607,1.29917094
1424,2019-03-01,8,1.379833333,1.355388889,1.289833333
1425,2019-03-01,9,1.375857143,1.351285714,1.289285714
1426,2019-03-01,10,1.369,1.340428571,1.285263736
1427,2019-03-01,11,1.38997561,1.363308943,1.316886179
1428,2019-03-01,12,1.384714286,1.361428571,1.301571429
1429,2019-03-01,13,1.37884375,1.3515,1.30009375
1430,2019-03-01,14,1.365829268,1.338430894,1.282089431
1431,2019-03-01,15,1.362174603,1.337730159,1.271698413
1432,2019-03-01,16,1.378022989,1.353367816,1.28854023
1433,2019-03-01,17,1.356622951,1.330885246,1.265885246
1434,2019-03-01,18,1.346575758,1.31930303,1.246575758
1435,2019-03-01,19,1.334789474,1.310578947,1.233736842
1436,2019-03-01,20,1.405666667,1.385666667,1.299
1437,2019-03-01,21,1.3902,1.3572,1.286
1438,2019-03-01,22,1.379,1.359,1.279
1439,2019-03-01,23,1.389,1.369,1.289
1440,2019-03-02,0,1.399,1.379,1.299
1441,2019-03-02,1,1.409,1.389,1.309
1442,2019-03-02,2,1.419,1.399,1.319
1443,2019-03-02,3,1.435315789,1.415315789,1.339263158
1444,2019-03-02,4,1.451631579,1.431631579,1.359526316
1445,2019-03-02,5,1.438310345,1.411413793,1.344689655
1446,2019-03-02,6,1.417046875,1.39290625,1.31978125
1447,2019-03-02,7,1.37891453,1.352675214,1.301307692
1448,2019-03-02,8,1.358679487,1.332589744,1.294064103
1449,2019-03-02,9,1.336471264,1.312793103,1.283597701
1450,2019-03-02,10,1.332583333,1.309,1.2785
1451,2019-03-02,11,1.353619883,1.329643275,1.302333333
1452,2019-03-02,12,1.349322581,1.323677419,1.29416129
1453,2019-03-02,13,1.334266272,1.308112426,1.283615385
1454,2019-03-02,14,1.316435897,1.292589744,1.267974359
1455,2019-03-02,15,1.338268293,1.317292683,1.288512195
1456,2019-03-02,16,1.339120482,1.315445783,1.294421687
1457,2019-03-02,17,1.310582734,1.287992806,1.27547482
1458,2019-03-02,18,1.307541667,1.286291667,1.252125
1459,2019-03-02,19,1.303210526,1.281631579,1.240578947
1460,2019-03-02,20,1.301222222,1.281222222,1.235666667
1461,2019-03-02,21,1.348852941,1.322088235,1.291058824
1462,2019-03-02,22,1.379,1.359,1.279
1463,2019-03-02,23,1.371,1.351,1.285
1464,2019-03-03,0,1.363,1.343,1.291
1465,2019-03-03,1,1.355,1.335,1.297
1466,2019-03-03,2,1.347,1.327,1.303
1467,2019-03-03,3,1.339,1.319,1.309
1468,2019-03-03,4,1.489,1.469,1.379
1469,2019-03-03,5,1.423352941,1.398647059,1.341117647
1470,2019-03-03,6,1.400016949,1.375779661,1.320355932
1471,2019-03-03,7,1.385896552,1.357965517,1.307448276
1472,2019-03-03,8,1.375,1.35,1.3045
1473,2019-03-03,9,1.345734694,1.317163265,1.287163265
1474,2019-03-03,10,1.346586207,1.32083908,1.291758621
1475,2019-03-03,11,1.362647799,1.336924528,1.313150943
1476,2019-03-03,12,1.3435,1.3165,1.306125
1477,2019-03-03,13,1.338302326,1.313418605,1.288767442
1478,2019-03-03,14,1.340666667,1.310666667,1.285666667
1479,2019-03-03,15,1.3814,1.3578,1.3266
1480,2019-03-03,16,1.364681818,1.340363636,1.317409091
1481,2019-03-03,17,1.335021505,1.309215054,1.296311828
1482,2019-03-03,18,1.333285714,1.306857143,1.279714286
1483,2019-03-03,19,1.326272727,1.301727273,1.264909091
1484,2019-03-03,20,1.379,1.354714286,1.320428571
1485,2019-03-03,21,1.372666667,1.344333333,1.321666667
1486,2019-03-03,22,1.379,1.359,1.279
1487,2019-03-03,23,1.384,1.364,1.2965
1488,2019-03-04,0,1.389,1.369,1.314
1489,2019-03-04,1,1.394,1.374,1.3315
1490,2019-03-04,2,1.399,1.379,1.349
1491,2019-03-04,3,1.425315789,1.405315789,1.355052632
1492,2019-03-04,4,1.451631579,1.431631579,1.361105263
1493,2019-03-04,5,1.43661194,1.410641791,1.357358209
1494,2019-03-04,6,1.41259375,1.38728125,1.349703125
1495,2019-03-04,7,1.392690476,1.367571429,1.338285714
1496,2019-03-04,8,1.3895,1.363833333,1.331666667
1497,2019-03-04,9,1.386192982,1.359175439,1.326631579
1498,2019-03-04,10,1.37509589,1.350232877,1.303383562
1499,2019-03-04,11,1.400167883,1.375642336,1.325423358
1500,2019-03-04,12,1.385122449,1.358795918,1.31277551
1501,2019-03-04,13,1.366533333,1.3386,1.294266667
1502,2019-03-04,14,1.349,1.323117647,1.279
1503,2019-03-04,15,1.3571,1.3327,1.2846
1504,2019-03-04,16,1.368781421,1.342715847,1.29889071
1505,2019-03-04,17,1.336615894,1.310589404,1.274033113
1506,2019-03-04,18,1.316857143,1.292131868,1.242681319
1507,2019-03-04,19,1.297571429,1.273428571,1.225571429
1508,2019-03-04,20,1.318148936,1.298787234,1.240702128
1509,2019-03-04,21,1.345578947,1.316631579,1.271105263
1510,2019-03-04,22,1.379,1.359,1.279
1511,2019-03-04,23,1.379,1.359,1.289
1512,2019-03-05,0,1.379,1.359,1.299
1513,2019-03-05,1,1.379,1.359,1.309
1514,2019-03-05,2,1.379,1.359,1.319
1515,2019-03-05,3,1.359,1.339,1.299
1516,2019-03-05,4,1.428545455,1.408545455,1.340363636
1517,2019-03-05,5,1.415533333,1.3902,1.3286
1518,2019-03-05,6,1.386692308,1.359512821,1.309384615
1519,2019-03-05,7,1.378285714,1.351857143,1.298285714
1520,2019-03-05,8,1.374928571,1.349428571,1.289785714
1521,2019-03-05,9,1.371571429,1.347,1.281285714
1522,2019-03-05,10,1.361538462,1.336692308,1.283153846
1523,2019-03-05,11,1.374652174,1.34784058,1.311971014
1524,2019-03-05,12,1.363333333,1.339888889,1.304
1525,2019-03-05,13,1.351277228,1.324148515,1.293554455
1526,2019-03-05,14,1.343,1.317,1.275
1527,2019-03-05,15,1.366358491,1.343339623,1.289
1528,2019-03-05,16,1.367975904,1.342313253,1.294963855
1529,2019-03-05,17,1.332114754,1.308590164,1.260967213
1530,2019-03-05,18,1.317994413,1.293413408,1.248608939
1531,2019-03-05,19,1.294785124,1.273132231,1.228008264
1532,2019-03-05,20,1.315415094,1.294283019,1.241641509
1533,2019-03-05,21,1.332191489,1.306234043,1.267510638
1534,2019-03-05,22,1.379,1.359,1.279
1535,2019-03-05,23,1.379,1.359,1.289
1536,2019-03-06,0,1.379,1.359,1.299
1537,2019-03-06,1,1.379,1.359,1.309
1538,2019-03-06,2,1.379,1.359,1.319
1539,2019-03-06,3,1.359,1.339,1.299
1540,2019-03-06,4,1.4134,1.4006,1.3258
1541,2019-03-06,5,1.417857143,1.392142857,1.331285714
1542,2019-03-06,6,1.378638554,1.351891566,1.307192771
1543,2019-03-06,7,1.363069767,1.336325581,1.292023256
1544,2019-03-06,8,1.3515,1.323375,1.284625
1545,2019-03-06,9,1.346294118,1.321823529,1.280764706
1546,2019-03-06,10,1.364,1.339,1.294
1547,2019-03-06,11,1.379285714,1.356333333,1.319761905
1548,2019-03-06,12,1.362369565,1.336282609,1.297478261
1549,2019-03-06,13,1.345478873,1.319140845,1.284774648
1550,2019-03-06,14,1.344357143,1.315785714,1.275428571
1551,2019-03-06,15,1.348139785,1.323408602,1.274698925
1552,2019-03-06,16,1.359334928,1.334454545,1.287133971
1553,2019-03-06,17,1.32908,1.30324,1.25956
1554,2019-03-06,18,1.306573964,1.283023669,1.231307692
1555,2019-03-06,19,1.286864078,1.264533981,1.206184466
1556,2019-03-06,20,1.319833333,1.299,1.2365
1557,2019-03-06,21,1.337113208,1.312962264,1.246358491
1558,2019-03-06,22,1.379,1.359,1.279
1559,2019-03-06,23,1.3765,1.3565,1.2865
1560,2019-03-07,0,1.374,1.354,1.294
1561,2019-03-07,1,1.3715,1.3515,1.3015
1562,2019-03-07,2,1.369,1.349,1.309
1563,2019-03-07,3,1.349,1.329,1.289
1564,2019-03-07,4,1.329,1.309,1.2465
1565,2019-03-07,5,1.421021277,1.39293617,1.333893617
1566,2019-03-07,6,1.371989691,1.342505155,1.289618557
1567,2019-03-07,7,1.359,1.333736842,1.282157895
1568,2019-03-07,8,1.359,1.329,1.279
1569,2019-03-07,9,1.337181818,1.306272727,1.263545455
1570,2019-03-07,10,1.343712644,1.318655172,1.268770115
1571,2019-03-07,11,1.383375,1.358583333,1.3111875
1572,2019-03-07,12,1.3636,1.335,1.2877
1573,2019-03-07,13,1.3423,1.315,1.2698
1574,2019-03-07,14,1.333918033,1.309,1.257360656
1575,2019-03-07,15,1.33312844,1.308357798,1.252394495
1576,2019-03-07,16,1.347322581,1.32216129,1.266870968
1577,2019-03-07,17,1.324533981,1.299582524,1.24084466
1578,2019-03-07,18,1.303122137,1.278312977,1.226480916
1579,2019-03-07,19,1.287990826,1.263311927,1.208266055
1580,2019-03-07,20,1.316857143,1.295428571,1.231857143
1581,2019-03-07,21,1.32793617,1.303893617,1.245595745
1582,2019-03-07,22,1.379,1.359,1.279
1583,2019-03-07,23,1.379,1.359,1.284
1584,2019-03-08,0,1.379,1.359,1.289
1585,2019-03-08,1,1.379,1.359,1.294
1586,2019-03-08,2,1.379,1.359,1.299
1587,2019-03-08,3,1.359,1.314,1.254
1588,2019-03-08,4,1.419454545,1.399454545,1.332181818
1589,2019-03-08,5,1.42178481,1.396721519,1.321911392
1590,2019-03-08,6,1.383680851,1.358255319,1.291234043
1591,2019-03-08,7,1.364,1.338444444,1.281222222
1592,2019-03-08,8,1.349769231,1.325153846,1.266692308
1593,2019-03-08,9,1.34540625,1.3224375,1.26275
1594,2019-03-08,10,1.350666667,1.323761905,1.266142857
1595,2019-03-08,11,1.383117647,1.358019608,1.300470588
1596,2019-03-08,12,1.368605263,1.341236842,1.275842105
1597,2019-03-08,13,1.360264368,1.334057471,1.26854023
1598,2019-03-08,14,1.352529412,1.322529412,1.262529412
1599,2019-03-08,15,1.383827586,1.362448276,1.292103448
1600,2019-03-08,16,1.378444444,1.352333333,1.286777778
1601,2019-03-08,17,1.365578947,1.34022807,1.268298246
1602,2019-03-08,18,1.350404959,1.327016529,1.261561983
1603,2019-03-08,19,1.326741935,1.302010753,1.247817204
1604,2019-03-08,20,1.347085106,1.322404255,1.266234043
1605,2019-03-08,21,1.368090909,1.334151515,1.291121212
1606,2019-03-08,22,1.379,1.359,1.279
1607,2019-03-08,23,1.3915,1.3715,1.294
1608,2019-03-09,0,1.404,1.384,1.309
1609,2019-03-09,1,1.4165,1.3965,1.324
1610,2019-03-09,2,1.429,1.409,1.339
1611,2019-03-09,3,1.409,1.389,1.249
1612,2019-03-09,4,1.460052632,1.440052632,1.360578947
1613,2019-03-09,5,1.427358209,1.400940299,1.344074627
1614,2019-03-09,6,1.409458716,1.387165138,1.318174312
1615,2019-03-09,7,1.398204545,1.374340909,1.302522727
1616,2019-03-09,8,1.390333333,1.365,1.279
1617,2019-03-09,9,1.389,1.362552632,1.277289474
1618,2019-03-09,10,1.379,1.354180723,1.270325301
1619,2019-03-09,11,1.414080645,1.388112903,1.308032258
1620,2019-03-09,12,1.385666667,1.360269841,1.275190476
1621,2019-03-09,13,1.372473684,1.345105263,1.258684211
1622,2019-03-09,14,1.349540541,1.323774775,1.238459459
1623,2019-03-09,15,1.341156863,1.317169935,1.234228758
1624,2019-03-09,16,1.363114583,1.33571875,1.257541667
1625,2019-03-09,17,1.323076923,1.300076923,1.217153846
1626,2019-03-09,18,1.305962025,1.284063291,1.20343038
1627,2019-03-09,19,1.284172414,1.265206897,1.180034483
1628,2019-03-09,20,1.365,1.345,1.257
1629,2019-03-09,21,1.357421053,1.331631579,1.271105263
1630,2019-03-09,22,1.379,1.359,1.279
1631,2019-03-09,23,1.379,1.359,1.284
1632,2019-03-10,0,1.379,1.359,1.289
1633,2019-03-10,1,1.379,1.359,1.294
1634,2019-03-10,2,1.379,1.359,1.299
1635,2019-03-10,3,1.419,1.399,1.3293125
1636,2019-03-10,4,1.459,1.439,1.359625
1637,2019-03-10,5,1.43138806,1.40541791,1.339149254
1638,2019-03-10,6,1.405395349,1.379930233,1.296093023
1639,2019-03-10,7,1.384454545,1.355363636,1.279909091
1640,2019-03-10,8,1.369,1.347888889,1.257888889
1641,2019-03-10,9,1.361352941,1.330764706,1.247823529
1642,2019-03-10,10,1.399,1.372333333,1.282333333
1643,2019-03-10,11,1.408294118,1.383588235,1.300411765
1644,2019-03-10,12,1.378444444,1.348814815,1.262333333
1645,2019-03-10,13,1.378285714,1.349714286,1.259
1646,2019-03-10,14,1.367333333,1.337333333,1.257333333
1647,2019-03-10,15,1.431105263,1.411105263,1.320052632
1648,2019-03-10,16,1.399810811,1.375486486,1.288189189
1649,2019-03-10,17,1.380866667,1.354466667,1.263266667
1650,2019-03-10,18,1.367181818,1.336272727,1.255818182
1651,2019-03-10,19,1.349,1.329,1.239
1652,2019-03-10,20,1.433,1.413,1.321
1653,2019-03-10,21,1.411962963,1.378259259,1.301962963
1654,2019-03-10,22,1.379,1.359,1.279
1655,2019-03-10,23,1.389,1.369,1.287
1656,2019-03-11,0,1.399,1.379,1.295
1657,2019-03-11,1,1.409,1.389,1.303
1658,2019-03-11,2,1.419,1.399,1.311
1659,2019-03-11,3,1.429,1.409,1.319
1660,2019-03-11,4,1.3915,1.3715,1.2815
1661,2019-03-11,5,1.447172043,1.422870968,1.345129032
1662,2019-03-11,6,1.441325581,1.417604651,1.331325581
1663,2019-03-11,7,1.435603774,1.411641509,1.327679245
1664,2019-03-11,8,1.425463415,1.399731707,1.322902439
1665,2019-03-11,9,1.4094,1.3814,1.300733333
1666,2019-03-11,10,1.390792453,1.367584906,1.285132075
1667,2019-03-11,11,1.42188,1.39628,1.32668
1668,2019-03-11,12,1.393202899,1.369144928,1.294072464
1669,2019-03-11,13,1.388557522,1.362451327,1.285371681
1670,2019-03-11,14,1.364408163,1.337877551,1.261040816
1671,2019-03-11,15,1.369,1.334,1.264
1672,2019-03-11,16,1.394882353,1.370960784,1.293313725
1673,2019-03-11,17,1.367850575,1.343712644,1.273712644
1674,2019-03-11,18,1.359810811,1.332513514,1.255486486
1675,2019-03-11,19,1.3415,1.3215,1.2415
1676,2019-03-11,20,1.375845238,1.35322619,1.273702381
1677,2019-03-11,21,1.410190476,1.384952381,1.305904762
1678,2019-03-11,22,1.379,1.359,1.279
1679,2019-03-11,23,1.387,1.367,1.287
1680,2019-03-12,0,1.395,1.375,1.295
1681,2019-03-12,1,1.403,1.383,1.303
1682,2019-03-12,2,1.411,1.391,1.311
1683,2019-03-12,3,1.419,1.399,1.319
1684,2019-03-12,4,1.479,1.459,1.379
1685,2019-03-12,5,1.454526316,1.429263158,1.356894737
1686,2019-03-12,6,1.422963964,1.397918919,1.322153153
1687,2019-03-12,7,1.400764706,1.373705882,1.298411765
1688,2019-03-12,8,1.39073913,1.365956522,1.286173913
1689,2019-03-12,9,1.378655172,1.353367816,1.276471264
1690,2019-03-12,10,1.373929577,1.347450704,1.271394366
1691,2019-03-12,11,1.410367521,1.386435897,1.312589744
1692,2019-03-12,12,1.3854,1.3622,1.2854
1693,2019-03-12,13,1.378607843,1.353019608,1.274686275
1694,2019-03-12,14,1.362766234,1.336012987,1.259649351
1695,2019-03-12,15,1.350052632,1.325052632,1.247947368
1696,2019-03-12,16,1.39139726,1.367150685,1.289547945
1697,2019-03-12,17,1.346344633,1.324084746,1.239960452
1698,2019-03-12,18,1.329737705,1.307032787,1.222852459
1699,2019-03-12,19,1.302793103,1.282275862,1.192275862
1700,2019-03-12,20,1.289,1.269,1.174
1701,2019-03-12,21,1.373716981,1.349566038,1.26409434
1702,2019-03-12,22,1.379,1.359,1.279
1703,2019-03-12,23,1.381,1.361,1.279
1704,2019-03-13,0,1.383,1.363,1.279
1705,2019-03-13,1,1.385,1.365,1.279
1706,2019-03-13,2,1.387,1.367,1.279
1707,2019-03-13,3,1.389,1.369,1.279
1708,2019-03-13,4,1.459,1.439,1.359
1709,2019-03-13,5,1.42645098,1.401352941,1.322137255
1710,2019-03-13,6,1.393158416,1.372960396,1.281376238
1711,2019-03-13,7,1.383520548,1.356945205,1.275027397
1712,2019-03-13,8,1.362970588,1.339735294,1.249735294
1713,2019-03-13,9,1.365415094,1.340698113,1.24654717
1714,2019-03-13,10,1.3592,1.3348,1.2404
1715,2019-03-13,11,1.396786885,1.37252459,1.280229508
1716,2019-03-13,12,1.369506329,1.344696203,1.252924051
1717,2019-03-13,13,1.361093023,1.337255814,1.24144186
1718,2019-03-13,14,1.349,1.323545455,1.229909091
1719,2019-03-13,15,1.389,1.369,1.279
1720,2019-03-13,16,1.381,1.3578,1.2592
1721,2019-03-13,17,1.350333333,1.323333333,1.227833333
1722,2019-03-13,18,1.352125,1.324625,1.23025
1723,2019-03-13,19,1.329,1.309,1.214
1724,2019-03-13,20,1.362809524,1.34197619,1.244952381
1725,2019-03-13,21,1.396619048,1.374952381,1.275904762
1726,2019-03-13,22,1.379,1.359,1.279
1727,2019-03-13,23,1.385,1.365,1.281
1728,2019-03-14,0,1.391,1.371,1.283
1729,2019-03-14,1,1.397,1.377,1.285
1730,2019-03-14,2,1.403,1.383,1.287
1731,2019-03-14,3,1.409,1.389,1.289
1732,2019-03-14,4,1.469,1.449,1.359
1733,2019-03-14,5,1.454487805,1.429243902,1.348268293
1734,2019-03-14,6,1.42347619,1.399857143,1.306619048
1735,2019-03-14,7,1.397037383,1.37217757,1.298065421
1736,2019-03-14,8,1.386323944,1.361112676,1.28843662
1737,2019-03-14,9,1.380794872,1.354897436,1.27874359
1738,2019-03-14,10,1.370307692,1.344461538,1.267923077
1739,2019-03-14,11,1.40012782,1.374789474,1.301556391
1740,2019-03-14,12,1.368361702,1.346446809,1.267085106
1741,2019-03-14,13,1.3692,1.3412,1.2698
1742,2019-03-14,14,1.348411765,1.325764706,1.241058824
1743,2019-03-14,15,1.345612903,1.318516129,1.236419355
1744,2019-03-14,16,1.383926471,1.359808824,1.272308824
1745,2019-03-14,17,1.352166667,1.327166667,1.239
1746,2019-03-14,18,1.345578947,1.319263158,1.225578947
1747,2019-03-14,19,1.3315,1.3115,1.2115
1748,2019-03-14,20,1.366202381,1.34322619,1.246202381
1749,2019-03-14,21,1.400904762,1.374952381,1.280904762
1750,2019-03-14,22,1.379,1.344714286,1.279
1751,2019-03-14,23,1.385,1.353571429,1.281
1752,2019-03-15,0,1.391,1.362428571,1.283
1753,2019-03-15,1,1.397,1.371285714,1.285
1754,2019-03-15,2,1.403,1.380142857,1.287
1755,2019-03-15,3,1.409,1.389,1.289
1756,2019-03-15,4,1.469,1.449,1.359
1757,2019-03-15,5,1.448310345,1.423712644,1.342333333
1758,2019-03-15,6,1.419757576,1.397333333,1.295212121
1759,2019-03-15,7,1.413157303,1.387651685,1.290910112
1760,2019-03-15,8,1.389542636,1.366751938,1.277914729
1761,2019-03-15,9,1.364692308,1.341307692,1.253538462
1762,2019-03-15,10,1.347349515,1.323563107,1.238223301
1763,2019-03-15,11,1.383453782,1.358327731,1.276563025
1764,2019-03-15,12,1.359625,1.3343125,1.24540625
1765,2019-03-15,13,1.356108434,1.329240964,1.244301205
1766,2019-03-15,14,1.339833333,1.317333333,1.229
1767,2019-03-15,15,1.379,1.359,1.269
1768,2019-03-15,16,1.376151899,1.35178481,1.263683544
1769,2019-03-15,17,1.354064935,1.327441558,1.235103896
1770,2019-03-15,18,1.349731707,1.327780488,1.22997561
1771,2019-03-15,19,1.329,1.309,1.219
1772,2019-03-15,20,1.364568182,1.341840909,1.250363636
1773,2019-03-15,21,1.400136364,1.374681818,1.281727273
1774,2019-03-15,22,1.379,1.359,1.279
1775,2019-03-15,23,1.385,1.365,1.281
1776,2019-03-16,0,1.391,1.371,1.283
1777,2019-03-16,1,1.397,1.377,1.285
1778,2019-03-16,2,1.403,1.383,1.287
1779,2019-03-16,3,1.409,1.389,1.289
1780,2019-03-16,4,1.469,1.449,1.359
1781,2019-03-16,5,1.454921053,1.429657895,1.350973684
1782,2019-03-16,6,1.421978723,1.398574468,1.312085106
1783,2019-03-16,7,1.399588235,1.373588235,1.296411765
1784,2019-03-16,8,1.38372973,1.358662162,1.278932432
1785,2019-03-16,9,1.371906977,1.346848837,1.261383721
1786,2019-03-16,10,1.35155814,1.328593023,1.243418605
1787,2019-03-16,11,1.383693878,1.357503401,1.284034014
1788,2019-03-16,12,1.356540984,1.333590164,1.25752459
1789,2019-03-16,13,1.351954545,1.326840909,1.248886364
1790,2019-03-16,14,1.339,1.317333333,1.234
1791,2019-03-16,15,1.379,1.359,1.279
1792,2019-03-16,16,1.377258065,1.355193548,1.276612903
1793,2019-03-16,17,1.348875,1.326125,1.247375
1794,2019-03-16,18,1.345666667,1.324,1.237333333
1795,2019-03-16,19,1.3215,1.3015,1.2215
1796,2019-03-16,20,1.357042453,1.334966981,1.256004717
1797,2019-03-16,21,1.392584906,1.368433962,1.290509434
1798,2019-03-16,22,1.361857143,1.359,1.279
1799,2019-03-16,23,1.371285714,1.365,1.283
1800,2019-03-17,0,1.380714286,1.371,1.287
1801,2019-03-17,1,1.390142857,1.377,1.291
1802,2019-03-17,2,1.399571429,1.383,1.295
1803,2019-03-17,3,1.409,1.389,1.299
1804,2019-03-17,4,1.459,1.439,1.359
1805,2019-03-17,5,1.446954545,1.422068182,1.349681818
1806,2019-03-17,6,1.417227848,1.394696203,1.315708861
1807,2019-03-17,7,1.412333333,1.380666667,1.3115
1808,2019-03-17,8,1.397181818,1.377181818,1.296272727
1809,2019-03-17,9,1.389833333,1.357333333,1.279
1810,2019-03-17,10,1.399,1.375190476,1.279952381
1811,2019-03-17,11,1.431255639,1.405240602,1.322233083
1812,2019-03-17,12,1.408692308,1.386230769,1.295615385
1813,2019-03-17,13,1.406241379,1.380551724,1.282103448
1814,2019-03-17,14,1.396142857,1.367571429,1.276142857
1815,2019-03-17,15,1.439,1.419,1.319
1816,2019-03-17,16,1.434691057,1.410300813,1.311276423
1817,2019-03-17,17,1.408019608,1.387431373,1.289196078
1818,2019-03-17,18,1.393230769,1.365153846,1.268615385
1819,2019-03-17,19,1.374806452,1.345774194,1.252870968
1820,2019-03-17,20,1.376272727,1.352636364,1.256272727
1821,2019-03-17,21,1.432703704,1.406407407,1.304925926
1822,2019-03-17,22,1.379,1.359,1.279
1823,2019-03-17,23,1.393,1.373,1.289
1824,2019-03-18,0,1.407,1.387,1.299
1825,2019-03-18,1,1.421,1.401,1.309
1826,2019-03-18,2,1.435,1.415,1.319
1827,2019-03-18,3,1.449,1.429,1.329
1828,2019-03-18,4,1.4015,1.3815,1.2815
1829,2019-03-18,5,1.458139785,1.432225806,1.345774194
1830,2019-03-18,6,1.444961538,1.423807692,1.326115385
1831,2019-03-18,7,1.433166667,1.413166667,1.313166667
1832,2019-03-18,8,1.431676056,1.406887324,1.311676056
1833,2019-03-18,9,1.4305,1.3965,1.303
1834,2019-03-18,10,1.422157895,1.392684211,1.280578947
1835,2019-03-18,11,1.468183673,1.442469388,1.342163265
1836,2019-03-18,12,1.445276596,1.422297872,1.323680851
1837,2019-03-18,13,1.439,1.413473684,1.316631579
1838,2019-03-18,14,1.4265,1.3965,1.299
1839,2019-03-18,15,1.404,1.3765,1.29025
1840,2019-03-18,16,1.461,1.436724138,1.336931034
1841,2019-03-18,17,1.429666667,1.405148148,1.299888889
1842,2019-03-18,18,1.413947368,1.389736842,1.283
1843,2019-03-18,19,1.408902913,1.38268932,1.277446602
1844,2019-03-18,20,1.397636364,1.369909091,1.268318182
1845,2019-03-18,21,1.456380952,1.429714286,1.325666667
1846,2019-03-18,22,1.379,1.359,1.279
1847,2019-03-18,23,1.399,1.379,1.293
1848,2019-03-19,0,1.419,1.399,1.307
1849,2019-03-19,1,1.439,1.419,1.321
1850,2019-03-19,2,1.459,1.439,1.335
1851,2019-03-19,3,1.479,1.459,1.349
1852,2019-03-19,4,1.429,1.409,1.304
1853,2019-03-19,5,1.473395604,1.448010989,1.360868132
1854,2019-03-19,6,1.464487805,1.44204878,1.314243902
1855,2019-03-19,7,1.461592593,1.432703704,1.304185185
1856,2019-03-19,8,1.469,1.449,1.349
1857,2019-03-19,9,1.359,1.319,1.249
1858,2019-03-19,10,1.3615,1.3415,1.2515
1859,2019-03-19,11,1.474323741,1.449647482,1.341446043
1860,2019-03-19,12,1.430338583,1.406165354,1.316401575
1861,2019-03-19,13,1.398111111,1.370111111,1.277444444
1862,2019-03-19,14,1.384272727,1.354454545,1.263363636
1863,2019-03-19,15,1.3715,1.3365,1.249
1864,2019-03-19,16,1.414733333,1.390333333,1.2946
1865,2019-03-19,17,1.393819277,1.368036145,1.272373494
1866,2019-03-19,18,1.389833333,1.363166667,1.264
1867,2019-03-19,19,1.405452991,1.379128205,1.280794872
1868,2019-03-19,20,1.42107265,1.395089744,1.297589744
1869,2019-03-19,21,1.436692308,1.411051282,1.314384615
1870,2019-03-19,22,1.379,1.359,1.279
1871,2019-03-19,23,1.393,1.373,1.289
1872,2019-03-20,0,1.407,1.387,1.299
1873,2019-03-20,1,1.421,1.401,1.309
1874,2019-03-20,2,1.435,1.415,1.319
1875,2019-03-20,3,1.449,1.429,1.329
1876,2019-03-20,4,1.479,1.459,1.379
1877,2019-03-20,5,1.464882353,1.441588235,1.360294118
1878,2019-03-20,6,1.4483,1.4251,1.3163
1879,2019-03-20,7,1.434304348,1.408652174,1.288217391
1880,2019-03-20,8,1.41793617,1.391198582,1.270276596
1881,2019-03-20,9,1.405944444,1.380574074,1.254
1882,2019-03-20,10,1.401272727,1.375818182,1.247181818
1883,2019-03-20,11,1.443222222,1.418111111,1.292888889
1884,2019-03-20,12,1.407909091,1.383909091,1.262454545
1885,2019-03-20,13,1.404925926,1.377888889,1.25517284
1886,2019-03-20,14,1.392695652,1.367913043,1.250086957
1887,2019-03-20,15,1.393545455,1.366727273,1.252636364
