Date,Hour,NO2-ug-per-m3,Cars-Direction-1,Cars-Direction-2,Cars-Total,Day-Of-Week,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,SchoolHoliday,wind_meters_per_second,rain_millimeters,did_it_rain,air_temp_deg_c,relative_humidity_percent,e5,e10,diesel,Number of vessels
2019-01-01,4,8,60,44,104,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.2,0.2,1,7.8,94.0,1.409,1.389,1.289,3
2019-01-01,5,5,44,33,77,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.1,0.0,1,8.1,94.0,1.41292405063291,1.38710126582279,1.27267088607595,5
2019-01-01,6,5,46,43,89,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.8,0.1,1,8.2,83.0,1.389,1.36552173913043,1.24117391304348,4
2019-01-01,7,5,39,41,80,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.9,0.0,0,7.0,75.0,1.37787640449438,1.3533820224719098,1.2295617977528102,3
2019-01-01,8,6,26,35,61,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.8,0.0,0,7.0,73.0,1.3615,1.3361875,1.20540625,3
2019-01-01,9,6,38,19,57,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.5,0.0,0,7.0,75.0,1.3418571428571398,1.3161428571428602,1.1818571428571398,5
2019-01-01,10,10,47,53,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.6,0.0,0,7.3,72.0,1.334,1.30466666666667,1.168,7
2019-01-01,11,16,112,111,223,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.2,0.0,1,7.1,69.0,1.37360784313726,1.3469411764705903,1.20929411764706,4
2019-01-01,12,21,194,180,374,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.4,0.0,1,7.0,68.0,1.33923255813953,1.3131860465116298,1.17446511627907,3
2019-01-01,13,23,306,234,540,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.8,0.1,1,6.0,71.0,1.32742857142857,1.30121428571429,1.16292857142857,5
2019-01-01,14,27,274,272,546,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,0.0,0,6.3,61.0,1.31383050847457,1.28883050847458,1.14916949152542,6
2019-01-01,15,24,303,315,618,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,0.0,1,4.7,68.0,1.30307407407407,1.27955555555556,1.1452962962963,6
2019-01-01,16,22,249,285,534,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,0.0,0,4.9,70.0,1.34381481481481,1.31877777777778,1.18951851851852,3
2019-01-01,17,22,267,278,545,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,0.0,0,4.8,67.0,1.314,1.2901764705882302,1.1620882352941202,6
2019-01-01,18,21,204,236,440,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.2,0.0,0,4.8,58.0,1.30471428571429,1.28042857142857,1.16042857142857,5
2019-01-01,19,19,124,149,273,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.1,0.0,0,4.4,60.0,1.289,1.2615,1.139,5
2019-01-01,21,15,83,75,158,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.9,0.0,1,4.8,64.0,1.35371698113208,1.32975471698113,1.20749056603774,1
2019-01-01,22,12,31,44,75,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.1,0.0,0,4.4,68.0,1.429,1.409,1.2990000000000002,4
2019-01-02,4,25,11,8,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,0.0,0,3.5,67.0,1.399,1.379,1.289,5
2019-01-02,5,65,30,40,70,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,0.0,0,3.8,62.0,1.40452941176471,1.3791176470588202,1.26570588235294,3
2019-01-02,6,71,137,76,213,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.1,0.0,0,3.9,57.0,1.3943521126760603,1.37294366197183,1.24801408450704,4
2019-01-02,7,70,266,198,464,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.8,0.0,0,3.9,52.0,1.38303846153846,1.35553846153846,1.23457692307692,4
2019-01-02,8,71,394,252,646,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.9,0.0,0,3.7,54.0,1.37358823529412,1.3477058823529398,1.22805882352941,5
2019-01-02,9,73,359,277,636,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.4,0.0,0,3.7,54.0,1.3662043010752698,1.34029032258064,1.21770967741935,6
2019-01-02,10,79,454,340,794,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.9,0.0,0,4.1,52.0,1.35825531914893,1.33176595744681,1.20112765957447,4
2019-01-02,11,82,495,431,926,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.7,0.0,0,4.3,52.0,1.39359854014599,1.36644525547445,1.23593430656934,4
2019-01-02,12,72,540,492,1032,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.6,0.0,0,4.4,51.0,1.36484415584416,1.34042857142857,1.20692207792208,3
2019-01-02,13,83,514,493,1007,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3,0.0,0,4.2,51.0,1.34885074626866,1.3231791044776102,1.19026865671642,5
2019-01-02,14,87,464,485,949,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.6,0.0,0,4.0,50.0,1.3171746031746,1.29328571428571,1.16971428571429,6
2019-01-02,15,93,522,511,1033,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.9,0.0,0,3.5,55.0,1.30729268292683,1.27985365853659,1.1653414634146295,6
2019-01-02,20,86,165,212,377,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.0,0,-0.2,72.0,1.274,1.2465,1.1515,1
2019-01-02,21,62,128,151,279,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,0.0,0,-1.0,75.0,1.3333137254902,1.30429411764706,1.20272549019608,2
2019-01-02,22,51,68,80,148,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0.0,0,-2.7,79.0,1.3804285714285702,1.409,1.25328571428571,2
2019-01-03,4,71,9,9,18,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3,0.0,0,-4.4,81.0,1.399,1.379,1.269,3
2019-01-03,5,88,36,31,67,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0.0,0,-2.7,79.0,1.39203921568627,1.3648823529411798,1.26056862745098,6
2019-01-03,16,98,483,587,1070,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0.0,0,-0.2,87.0,1.33613450292398,1.31209941520468,1.1799356725146202,4
2019-01-03,19,89,280,394,674,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.0,0,-1.6,90.0,1.2671739130434798,1.2416956521739098,1.12256521739131,3
2019-01-03,20,83,152,237,389,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6,0.0,0,-1.3,88.0,1.26233333333333,1.24011111111111,1.12122222222222,0
2019-01-03,21,70,130,132,262,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0.0,0,-1.0,85.0,1.32654716981132,1.29749056603774,1.17956603773585,2
2019-01-03,22,55,87,111,198,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0,-0.5,84.0,1.429,1.409,1.2990000000000002,6
2019-01-04,4,25,10,13,23,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6,0.1,1,3.1,95.0,1.419,1.399,1.269,4
2019-01-04,5,40,42,33,75,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2,0.1,1,3.2,96.0,1.39364646464647,1.36627272727273,1.25546464646465,4
2019-01-04,6,55,112,86,198,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9,0.0,1,3.6,93.0,1.35152873563218,1.32716091954023,1.20773563218391,3
2019-01-04,7,60,273,177,450,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9,0.1,1,3.9,93.0,1.3403559322033898,1.31730508474576,1.19238983050847,5
2019-01-04,8,60,395,269,664,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7,0.0,1,3.7,93.0,1.32634939759036,1.2985180722891598,1.17960240963855,7
2019-01-04,9,71,336,271,607,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.1,0.1,1,3.8,93.0,1.30905747126437,1.28359770114942,1.17606896551724,9
2019-01-04,10,58,408,323,731,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.7,0.0,1,4.1,92.0,1.2990000000000002,1.2729436619718302,1.16984507042254,5
2019-01-04,11,55,420,401,821,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0,4.5,93.0,1.34223809523809,1.3161428571428602,1.21747619047619,1
2019-01-04,12,68,481,441,922,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.4,0.0,0,5.6,89.0,1.31552173913043,1.29233333333333,1.19146376811594,3
2019-01-04,13,83,494,475,969,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,0.0,0,6.1,85.0,1.30964516129032,1.28432258064516,1.18496774193548,6
2019-01-04,14,80,499,446,945,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.4,0.0,0,6.3,84.0,1.29449295774648,1.27097183098592,1.16914084507042,5
2019-01-04,15,83,466,511,977,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0,6.9,84.0,1.2824,1.2604,1.08326,5
2019-01-04,16,83,434,496,930,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.1,0.0,0,7.1,84.0,1.31905747126437,1.29497701149425,1.19112643678161,5
2019-01-04,17,65,422,467,889,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6,0.0,0,6.8,86.0,1.29258288770053,1.27017647058823,1.15835828877005,6
2019-01-04,18,68,342,400,742,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0,0,6.7,88.0,1.26824528301887,1.24598113207547,1.12447169811321,1
2019-01-04,19,47,299,333,632,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0.0,1,6.8,90.0,1.26471428571429,1.24328571428571,1.12471428571429,2
2019-01-04,21,23,133,151,284,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,0.0,1,7.1,93.0,1.33025,1.30042857142857,1.18721428571429,7
2019-01-04,22,18,103,123,226,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,0.0,0,7.3,93.0,1.409,1.389,1.279,10
2019-01-05,4,20,14,10,24,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0.0,1,7.3,97.0,1.429,1.409,1.289,7
2019-01-05,5,38,17,15,32,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.0,1,7.7,94.0,1.39321052631579,1.36794736842105,1.25847368421053,9
2019-01-05,6,43,57,36,93,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,7.7,92.0,1.34878021978022,1.32394505494505,1.21053846153846,5
2019-01-05,7,48,63,42,105,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.0,0,7.5,91.0,1.3268571428571398,1.30185714285714,1.18685714285714,4
2019-01-05,8,63,96,75,171,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.0,0,7.7,90.0,1.31852380952381,1.28995238095238,1.17852380952381,8
2019-01-05,10,93,299,226,525,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.0,0,7.8,89.0,1.30545833333333,1.279625,1.16608333333333,10
2019-01-05,11,98,429,367,796,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.1,1,8.0,88.0,1.34391525423729,1.31764406779661,1.2049322033898302,12
2019-01-05,12,97,468,392,860,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.0,1,8.8,82.0,1.31874025974026,1.2953636363636398,1.1791298701298705,10
2019-01-05,13,95,428,400,828,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.0,0,8.6,82.0,1.30778378378378,1.2841351351351398,1.17251351351351,11
2019-01-05,14,88,472,454,926,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.0,0,7.9,82.0,1.2895617977528102,1.26619101123596,1.15484269662921,12
2019-01-05,15,95,395,435,830,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.0,0,7.5,81.0,1.27687234042553,1.2543191489361698,1.14495744680851,9
2019-01-05,16,98,364,363,727,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.0,0,6.5,86.0,1.3108,1.2865,1.17555,8
2019-01-05,17,91,345,379,724,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.0,0,5.5,90.0,1.28772340425532,1.26389361702128,1.14836170212766,10
2019-01-05,18,99,304,346,650,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.0,0,5.1,88.0,1.2990000000000002,1.279,1.159,7
2019-01-05,20,92,148,223,371,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,0,2.3,94.0,1.28116216216216,1.26035135135135,1.14102702702703,11
2019-01-05,21,77,128,150,278,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0,0.9,96.0,1.3378,1.3128,1.197,11
2019-01-05,22,73,88,112,200,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0.6,97.0,1.409,1.389,1.279,10
2019-01-06,4,38,17,15,32,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,-0.4,100.0,1.429,1.409,1.289,6
2019-01-06,5,37,17,14,31,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0,0.2,99.0,1.3958292682926798,1.3705853658536598,1.25741463414634,7
2019-01-06,6,34,40,32,72,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0,-0.2,99.0,1.37206666666667,1.3498,1.23193333333333,8
2019-01-06,7,27,33,31,64,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.0,0,-0.6,99.0,1.348375,1.324,1.204,9
2019-01-06,8,37,46,37,83,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,0,0.1,100.0,1.33366666666667,1.31166666666667,1.17366666666667,4
2019-01-06,9,48,96,52,148,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0,1.0,98.0,1.32977777777778,1.30266666666667,1.157,7
2019-01-06,10,58,184,126,310,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0,1.6,98.0,1.31452631578947,1.28768421052632,1.14663157894737,10
2019-01-06,11,55,265,219,484,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0,2.5,98.0,1.35435714285714,1.329625,1.18694642857143,12
2019-01-06,12,60,301,268,569,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0,3.7,98.0,1.3193658536585402,1.294,1.15814634146342,12
2019-01-06,13,64,376,307,683,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,1,4.4,99.0,1.30340366972477,1.28101834862385,1.14606422018349,9
2019-01-06,14,49,389,370,759,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.0,0,4.9,99.0,1.28996385542169,1.26707228915663,1.13936144578313,12
2019-01-06,15,60,383,403,786,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.1,1,5.4,98.0,1.28290243902439,1.26143902439024,1.14070731707317,9
2019-01-06,16,73,305,380,685,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.0,1,5.7,96.0,1.31701204819277,1.29351807228916,1.17532530120482,8
2019-01-06,17,83,282,379,661,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.0,1,5.8,98.0,1.28710126582279,1.26558227848101,1.14710126582279,6
2019-01-06,18,61,260,312,572,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.1,1,5.8,93.0,1.29233333333333,1.269,1.15233333333333,9
2019-01-06,19,67,165,203,368,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.0,1,5.8,93.0,1.26614285714286,1.24614285714286,1.1242380952381,9
2019-01-06,21,45,86,98,184,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1,5.9,91.0,1.3398,1.3148,1.1988,12
2019-01-06,22,34,44,80,124,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,6.1,91.0,1.409,1.389,1.279,9
2019-01-07,4,38,17,15,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.2,1,6.3,97.0,1.429,1.409,1.289,2
2019-01-07,5,56,37,28,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0.1,1,6.4,95.0,1.38819191919192,1.36324242424242,1.25465656565656,7
2019-01-07,7,73,489,408,897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,0,6.0,95.0,1.3455306122448998,1.32124489795918,1.21410204081633,9
2019-01-07,8,97,783,482,1265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.0,0,5.7,93.0,1.32757142857143,1.30435714285714,1.21364285714286,9
2019-01-07,10,86,478,380,858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.0,0,5.6,88.0,1.30361538461538,1.27830769230769,1.19653846153846,12
2019-01-07,11,85,444,473,917,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.0,0,5.7,85.0,1.3443521126760605,1.3182957746478898,1.239,11
2019-01-07,12,63,483,505,988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.0,0,6.1,85.0,1.31630769230769,1.29271794871795,1.2070769230769198,6
2019-01-07,13,42,474,527,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0,6.5,81.0,1.3044867256637198,1.2804159292035402,1.1871415929203502,5
2019-01-07,14,41,462,533,995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.0,0,6.2,89.0,1.28823913043478,1.26476086956522,1.1688913043478302,5
2019-01-07,15,49,507,488,995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.1,1,5.9,95.0,1.28625,1.26225,1.160375,12
2019-01-07,16,35,538,632,1170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.2,1,6.1,96.0,1.31810828025478,1.2960063694267498,1.19314012738854,12
2019-01-07,17,30,650,723,1373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.3,1,6.7,98.0,1.2955116279069798,1.27039534883721,1.16586046511628,13
2019-01-07,18,25,492,557,1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.5,1,7.1,95.0,1.2847627118644098,1.2618813559322,1.1456101694915302,5
2019-01-07,19,20,315,464,779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0.9,1,7.2,95.0,1.284,1.2615,1.144,5
2019-01-07,20,16,221,262,483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.1,1,7.4,96.0,1.28017647058824,1.259,1.13370588235294,5
2019-01-07,21,11,126,149,275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2.1,1,7.5,90.0,1.33594915254237,1.30933898305085,1.19357627118644,3
2019-01-07,22,12,133,125,258,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0.2,1,7.8,88.0,1.389,1.369,1.239,6
2019-01-08,4,7,11,10,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0.3,1,6.3,88.0,1.429,1.409,1.289,3
2019-01-08,5,19,33,26,59,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1.4,1,6.3,92.0,1.3922673267326702,1.36692079207921,1.2502871287128705,5
2019-01-08,6,40,199,126,325,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,1.2,1,6.5,91.0,1.371125,1.347875,1.222625,5
2019-01-08,7,53,501,396,897,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.7,1,6.4,91.0,1.3668181818181795,1.34136363636364,1.20627272727273,5
2019-01-08,8,61,816,517,1333,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.4,1,6.8,86.0,1.36033333333333,1.33722222222222,1.181,2
2019-01-08,9,60,539,397,936,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,1,6.7,78.0,1.3555137614678898,1.33101834862385,1.1738623853211,6
2019-01-08,10,57,464,357,821,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,1,6.1,79.0,1.3471333333333302,1.321,1.1618,6
2019-01-08,11,70,454,444,898,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0.0,0,6.2,78.0,1.3880625,1.362828125,1.19946875,9
2019-01-08,12,72,437,450,887,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0.0,0,5.9,74.0,1.3617472527472498,1.33845054945055,1.1798791208791202,9
2019-01-08,13,79,450,497,947,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0.0,0,5.0,69.0,1.34690697674418,1.3244651162790702,1.1781860465116298,9
2019-01-08,14,82,458,528,986,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0.0,0,4.9,68.0,1.32857894736842,1.30457894736842,1.15942105263158,9
2019-01-08,15,85,479,548,1027,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0.0,0,4.8,69.0,1.31981081081081,1.29224324324324,1.14737837837838,5
2019-01-08,16,81,482,627,1109,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.0,1,4.4,72.0,1.35832432432432,1.33481081081081,1.18656756756757,2
2019-01-08,17,69,694,731,1425,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0.0,1,4.1,71.0,1.32764583333333,1.30347916666667,1.1643125,2
2019-01-08,18,59,461,606,1067,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0.0,1,3.5,77.0,1.3098474576271202,1.28459322033898,1.15416949152542,2
2019-01-08,19,43,314,417,731,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0.0,1,3.4,77.0,1.2967358490566,1.27088679245283,1.14616981132076,1
2019-01-08,20,25,235,260,495,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0.0,1,3.5,75.0,1.29233333333333,1.26233333333333,1.14233333333333,1
2019-01-08,21,15,122,171,293,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0,3.7,74.0,1.352,1.325,1.202,1
2019-01-08,22,15,71,129,200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.0,1,3.7,73.0,1.389,1.369,1.239,1
2019-01-09,4,24,12,13,25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0.0,1,3.2,74.0,1.324,1.304,1.179,3
2019-01-09,5,62,43,32,75,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,1,3.3,71.0,1.3983548387096798,1.3737311827957,1.25674193548387,5
2019-01-09,6,91,204,139,343,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0.0,0,3.3,67.0,1.3778,1.3561,1.2333,5
2019-01-09,8,99,800,505,1305,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0.0,1,3.0,69.0,1.3563214285714298,1.3306071428571398,1.2211428571428602,3
2019-01-09,9,85,533,378,911,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0.0,0,3.0,71.0,1.3479655172413798,1.3238275862068998,1.21124137931035,3
2019-01-09,10,82,493,385,878,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0.0,0,3.1,69.0,1.33929411764706,1.31233333333333,1.2046862745098,8
2019-01-09,11,85,427,408,835,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0.0,0,3.1,70.0,1.3768666666666698,1.3506,1.2406,6
2019-01-09,12,78,429,465,894,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0.0,0,3.2,68.0,1.35686206896552,1.33106896551724,1.21913793103448,10
