Date,Hour,NO2-ug-per-m3
2019-04-13,9,68
2019-04-13,10,68
2019-04-13,11,67
2019-04-13,12,76
2019-04-13,13,82
2019-04-13,14,73
2019-04-13,15,72
2019-04-13,16,51
2019-04-13,17,52
2019-04-13,18,50
2019-04-13,19,57
2019-04-13,20,45
2019-04-13,21,40
2019-04-13,22,28
2019-04-13,23,29
2019-04-13,24,46
2019-04-14,1,31
2019-04-14,2,27
2019-04-14,3,16
2019-04-14,4,13
2019-04-14,5,24
2019-04-14,6,39
2019-04-14,7,41
2019-04-14,8,31
2019-04-14,9,46
2019-04-14,10,50
2019-04-14,11,51
2019-04-14,12,56
2019-04-14,13,72
2019-04-14,14,54
2019-04-14,15,53
2019-04-14,16,42
2019-04-14,17,49
2019-04-14,18,54
2019-04-14,19,47
2019-04-14,20,41
2019-04-14,21,36
2019-04-14,22,26
2019-04-14,23,24
2019-04-14,24,21
2019-04-15,1,16
2019-04-15,2,14
2019-04-15,3,20
2019-04-15,4,23
2019-04-15,5,57
2019-04-15,6,94
2019-04-15,1-1-07
2019-04-15,7-1-08
2019-04-15,4-1-09
2019-04-15,10,88
2019-04-15,11,87
2019-04-15,12,81
2019-04-15,13,75
2019-04-15,14,73
2019-04-15,15,81
2019-04-15,16,77
2019-04-15,17,80
2019-04-15,18,68
2019-04-15,19,62
2019-04-15,20,47
2019-04-15,21,40
2019-04-15,22,33
2019-04-15,23,24
2019-04-15,24,16
2019-04-16,1,11
2019-04-16,2,23
2019-04-16,3,20
2019-04-16,4,23
2019-04-16,5,51
2019-04-16,6-1-06
2019-04-16,8-1-07
2019-04-16,2-1-08
2019-04-16,9,99
2019-04-16,2-1-10
2019-04-16,11,94
2019-04-16,12,86
2019-04-16,13,81
2019-04-16,14,88
2019-04-16,15,83
2019-04-16,16,78
2019-04-16,17,72
2019-04-16,18,67
2019-04-16,19,68
2019-04-16,20,50
2019-04-16,21,46
2019-04-16,22,34
2019-04-16,23,27
2019-04-16,24,20
2019-04-17,1,16
2019-04-17,2,23
2019-04-17,3,22
2019-04-17,4,34
2019-04-17,5,80
2019-04-17,1-1-06
2019-04-17,7-1-07
2019-04-17,2-1-08
2019-04-17,9,99
2019-04-17,3-1-10
2019-04-17,1-1-11
2019-04-17,12,93
2019-04-17,13,68
2019-04-17,14,81
2019-04-17,15,98
2019-04-17,16,92
2019-04-17,17,81
2019-04-17,18,83
2019-04-17,19,87
2019-04-17,20,92
2019-04-17,21,79
2019-04-17,22,75
2019-04-17,23,59
2019-04-17,24,58
2019-04-18,1,36
2019-04-18,2,31
2019-04-18,3,37
2019-04-18,4,36
2019-04-18,5,73
2019-04-18,1-1-06
2019-04-18,8-1-07
2019-04-18,9-1-08
2019-04-18,1-1-09
2019-04-18,1-1-10
2019-04-18,3-1-11
2019-04-18,12,97
2019-04-18,13,88
2019-04-18,14,88
2019-04-18,15,87
2019-04-18,16,80
2019-04-18,17,87
2019-04-18,18,90
2019-04-18,3-1-19
2019-04-18,20,97
2019-04-18,21,88
2019-04-18,22,73
2019-04-18,23,59
2019-04-18,24,53
2019-04-19,1,39
2019-04-19,2,25
2019-04-19,3,20
2019-04-19,4,22
2019-04-19,5,26
2019-04-19,6,39
2019-04-19,7,45
2019-04-19,8,45
2019-04-19,9,61
2019-04-19,10,79
2019-04-19,11,92
2019-04-19,12,82
2019-04-19,13,89
2019-04-19,14,75
2019-04-19,15,71
2019-04-19,16,56
2019-04-19,17,62
2019-04-19,18,63
2019-04-19,19,68
2019-04-19,20,83
2019-04-19,21,85
2019-04-19,22,84
2019-04-19,23,84
2019-04-19,24,69
2019-04-20,1,70
2019-04-20,2,75
2019-04-20,3,64
2019-04-20,4,51
2019-04-20,5,47
2019-04-20,6,77
2019-04-20,7,86
2019-04-20,8,91
2019-04-20,9,89
2019-04-20,2-1-10
2019-04-20,5-1-11
2019-04-20,5-1-12
2019-04-20,1-1-13
2019-04-20,5-1-14
2019-04-20,3-1-15
2019-04-20,16,88
2019-04-20,17,87
2019-04-20,6-1-18
2019-04-20,9-1-19
2019-04-20,5-1-20
2019-04-20,-1-21
2019-04-20,9-1-22
2019-04-20,2-1-23
2019-04-20,1-1-24
2019-04-21,2-1-01
2019-04-21,2,85
2019-04-21,3,72
2019-04-21,4,66
2019-04-21,5,68
2019-04-21,6,70
2019-04-21,7,69
2019-04-21,8,77
2019-04-21,9,74
2019-04-21,10,61
2019-04-21,11,75
2019-04-21,12,67
2019-04-21,13,39
2019-04-21,14,35
2019-04-21,15,47
2019-04-21,16,76
2019-04-21,17,69
2019-04-21,18,78
2019-04-21,19,76
2019-04-21,20,81
2019-04-21,21,86
2019-04-21,4-1-22
2019-04-21,3-1-23
2019-04-21,24,93
2019-04-22,1,80
2019-04-22,2,85
2019-04-22,3,53
2019-04-22,4,66
2019-04-22,5,53
2019-04-22,6,81
2019-04-22,7,86
2019-04-22,8,41
2019-04-22,9,26
2019-04-22,10,29
2019-04-22,11,59
2019-04-22,12,52
2019-04-22,13,45
2019-04-22,14,45
2019-04-22,15,43
2019-04-22,16,48
2019-04-22,17,39
2019-04-22,18,51
2019-04-22,19,54
2019-04-22,20,38
2019-04-22,21,35
2019-04-22,22,27
2019-04-22,23,29
2019-04-22,24,26
2019-04-23,1,23
2019-04-23,2,10
2019-04-23,3,12
2019-04-23,4,15
2019-04-23,5,34
2019-04-23,6,69
2019-04-23,7,95
2019-04-23,8,89
2019-04-23,9,63
2019-04-23,10,57
2019-04-23,11,60
2019-04-23,12,55
2019-04-23,13,52
2019-04-23,14,55
2019-04-23,15,55
2019-04-23,16,57
2019-04-23,17,54
2019-04-23,18,45
2019-04-23,19,62
2019-04-23,20,46
2019-04-23,21,43
2019-04-23,22,36
2019-04-23,23,16
2019-04-23,24,12
2019-04-24,1,10
2019-04-24,2,12
2019-04-24,3,15
2019-04-24,4,20
2019-04-24,5,42
2019-04-24,6,83
2019-04-24,7,71
2019-04-24,8,63
2019-04-24,9,54
2019-04-24,10,53
2019-04-24,11,40
2019-04-24,12,51
2019-04-24,13,48
2019-04-24,14,53
2019-04-24,15,55
2019-04-24,16,56
2019-04-24,17,68
2019-04-24,18,76
2019-04-24,19,85
2019-04-24,20,71
2019-04-24,21,62
2019-04-24,22,57
2019-04-24,23,45
2019-04-24,24,22
2019-04-25,1,13
2019-04-25,2,11
2019-04-25,3,16
2019-04-25,4,13
2019-04-25,5,57
2019-04-25,6,61
2019-04-25,7,45
2019-04-25,8,69
2019-04-25,9,69
2019-04-25,10,36
2019-04-25,11,47
2019-04-25,12,42
2019-04-25,13,41
2019-04-25,14,41
2019-04-25,15,52
2019-04-25,16,41
2019-04-25,17,48
2019-04-25,18,56
2019-04-25,19,62
2019-04-25,20,69
2019-04-25,21,70
2019-04-25,22,46
2019-04-25,23,46
2019-04-25,24,34
2019-04-26,1,30
2019-04-26,2,23
2019-04-26,3,12
2019-04-26,4,17
2019-04-26,5,53
2019-04-26,6-1-06
2019-04-26,4-1-07
2019-04-26,1-1-08
2019-04-26,3-1-09
2019-04-26,7-1-10
2019-04-26,11,99
2019-04-26,12,82
2019-04-26,13,79
2019-04-26,14,57
2019-04-26,15,39
2019-04-26,16,32
2019-04-26,17,23
2019-04-26,18,22
2019-04-26,19,23
2019-04-26,20,37
2019-04-26,21,36
2019-04-26,22,26
2019-04-26,23,29
2019-04-26,24,19
2019-04-27,1,13
2019-04-27,2,15
2019-04-27,3,13
2019-04-27,4,12
2019-04-27,5,16
2019-04-27,6,24
2019-04-27,7,36
2019-04-27,8,41
2019-04-27,9,36
2019-04-27,10,30
2019-04-27,11,27
2019-04-27,12,29
2019-04-27,13,33
2019-04-27,14,32
2019-04-27,15,31
2019-04-27,16,26
2019-04-27,17,36
2019-04-27,18,43
2019-04-27,19,88
2019-04-27,20,85
2019-04-27,21,40
2019-04-27,22,35
2019-04-27,23,36
2019-04-27,24,34
2019-04-28,1,23
2019-04-28,2,17
2019-04-28,3,13
2019-04-28,4,11
2019-04-28,5,15
2019-04-28,6,24
2019-04-28,7,23
2019-04-28,8,25
2019-04-28,9,28
2019-04-28,10,33
2019-04-28,11,39
2019-04-28,12,44
2019-04-28,13,34
2019-04-28,14,26
2019-04-28,15,24
2019-04-28,16,25
2019-04-28,17,26
2019-04-28,18,38
2019-04-28,19,37
2019-04-28,20,41
2019-04-28,21,36
2019-04-28,22,44
2019-04-28,23,59
2019-04-28,24,42
2019-04-29,1,33
2019-04-29,2,17
2019-04-29,3,14
2019-04-29,4,18
2019-04-29,5,44
2019-04-29,6,76
2019-04-29,4-1-07
2019-04-29,2-1-08
2019-04-29,9,97
2019-04-29,10,87
2019-04-29,11,78
2019-04-29,12,80
2019-04-29,13,84
2019-04-29,14,79
2019-04-29,15,92
2019-04-29,16,98
2019-04-29,7-1-17
2019-04-29,6-1-18
2019-04-29,-1-19
2019-04-29,6-1-20
2019-04-29,21,94
2019-04-29,22,88
2019-04-29,23,81
2019-04-29,24,67
2019-04-30,1,58
2019-04-30,2,43
2019-04-30,3,42
2019-04-30,4,43
2019-04-30,5,52
2019-04-30,6,77
2019-04-30,-1-07
2019-04-30,2-1-08
2019-04-30,9-1-09
2019-04-30,8-1-10
2019-04-30,9-1-11
2019-04-30,1-1-12
2019-04-30,6-1-13
2019-04-30,7-1-14
2019-04-30,7-1-15
2019-04-30,2-1-16
2019-04-30,2-1-17
2019-04-30,4-1-18
2019-04-30,9-1-19
2019-04-30,20,78
2019-04-30,21,68
2019-04-30,22,41
2019-04-30,23,29
2019-04-30,24,21
2019-05-01,1,12
2019-05-01,2,11
2019-05-01,3,7
2019-05-01,4,8
2019-05-01,5,9
2019-05-01,6,11
2019-05-01,7,11
2019-05-01,8,11
2019-05-01,9,18
2019-05-01,10,21
2019-05-01,11,31
2019-05-01,12,27
2019-05-01,13,26
2019-05-01,14,27
2019-05-01,15,25
2019-05-01,16,25
2019-05-01,17,25
2019-05-01,18,31
2019-05-01,19,32
2019-05-01,20,29
2019-05-01,21,19
2019-05-01,22,15
2019-05-01,23,22
2019-05-01,24,11
2019-05-02,1,7
2019-05-02,2,7
2019-05-02,3,5
2019-05-02,4,7
2019-05-02,5,25
2019-05-02,6,49
2019-05-02,7,69
2019-05-02,8,62
2019-05-02,9,61
2019-05-02,10,58
2019-05-02,11,53
2019-05-02,12,49
2019-05-02,13,43
2019-05-02,14,54
2019-05-02,15,63
2019-05-02,16,64
2019-05-02,17,63
2019-05-02,18,53
2019-05-02,19,53
2019-05-02,20,56
2019-05-02,21,43
2019-05-02,22,37
2019-05-02,23,24
2019-05-02,24,19
2019-05-03,1,14
2019-05-03,2,11
2019-05-03,3,14
2019-05-03,4,21
2019-05-03,5,34
2019-05-03,6,74
2019-05-03,9-1-07
2019-05-03,8,81
2019-05-03,9,65
2019-05-03,10,59
2019-05-03,11,62
2019-05-03,12,50
2019-05-03,13,56
2019-05-03,14,57
2019-05-03,15,52
2019-05-03,16,42
2019-05-03,17,48
2019-05-03,18,35
2019-05-03,19,33
2019-05-03,20,31
2019-05-03,21,23
2019-05-03,22,19
2019-05-03,23,16
2019-05-03,24,16
2019-05-04,1,10
2019-05-04,2,2
2019-05-04,3,5
2019-05-04,4,6
2019-05-04,5,11
2019-05-04,6,24
2019-05-04,7,18
2019-05-04,8,21
2019-05-04,9,41
2019-05-04,10,69
2019-05-04,11,81
2019-05-04,12,83
2019-05-04,13,82
2019-05-04,14,77
2019-05-04,15,71
2019-05-04,16,65
2019-05-04,17,79
2019-05-04,18,91
2019-05-04,19,79
2019-05-04,20,27
2019-05-04,21,48
2019-05-04,22,61
2019-05-04,23,37
2019-05-04,24,48
2019-05-05,1,46
2019-05-05,2,40
2019-05-05,3,36
2019-05-05,4,31
2019-05-05,5,30
2019-05-05,6,45
2019-05-05,7,34
2019-05-05,8,21
2019-05-05,9,19
2019-05-05,10,22
2019-05-05,11,36
2019-05-05,12,38
2019-05-05,13,26
2019-05-05,14,34
2019-05-05,15,34
2019-05-05,16,42
2019-05-05,17,43
2019-05-05,18,41
2019-05-05,19,60
2019-05-05,20,36
2019-05-05,21,41
2019-05-05,22,35
2019-05-05,23,33
2019-05-05,24,17
2019-05-06,1,13
2019-05-06,2,12
2019-05-06,3,9
2019-05-06,4,13
2019-05-06,5,28
2019-05-06,6,40
2019-05-06,7,61
2019-05-06,8,56
2019-05-06,9,55
2019-05-06,10,51
2019-05-06,11,62
2019-05-06,12,55
2019-05-06,13,41
2019-05-06,14,50
2019-05-06,15,39
2019-05-06,16,52
2019-05-06,17,47
2019-05-06,18,48
2019-05-06,19,43
2019-05-06,20,35
2019-05-06,21,33
2019-05-06,22,31
2019-05-06,23,17
2019-05-06,24,14
2019-05-07,1,14
2019-05-07,2,11
2019-05-07,3,10
2019-05-07,4,12
2019-05-07,5,33
2019-05-07,6,75
2019-05-07,7,80
2019-05-07,8,71
2019-05-07,9,54
2019-05-07,10,52
2019-05-07,11,39
2019-05-07,12,41
2019-05-07,13,72
2019-05-07,14,49
2019-05-07,15,40
2019-05-07,16,50
2019-05-07,17,57
2019-05-07,18,48
2019-05-07,19,44
2019-05-07,20,44
2019-05-07,21,77
2019-05-07,22,73
2019-05-07,23,68
2019-05-07,24,59
2019-05-08,1,29
2019-05-08,2,31
2019-05-08,3,33
2019-05-08,4,35
2019-05-08,5,42
2019-05-08,6,57
2019-05-08,7,91
2019-05-08,8,82
2019-05-08,9,71
2019-05-08,10,73
2019-05-08,11,56
2019-05-08,12,42
2019-05-08,13,51
2019-05-08,14,59
2019-05-08,15,75
2019-05-08,16,83
2019-05-08,17,72
2019-05-08,18,77
2019-05-08,1-1-19
2019-05-08,20,75
2019-05-08,21,39
2019-05-08,22,30
2019-05-08,23,26
2019-05-08,24,19
2019-05-09,1,11
2019-05-09,2,12
2019-05-09,3,11
2019-05-09,4,21
2019-05-09,5,28
2019-05-09,6,65
2019-05-09,7,73
2019-05-09,8,51
2019-05-09,9,46
2019-05-09,10,44
2019-05-09,11,32
2019-05-09,12,29
2019-05-09,13,27
2019-05-09,14,31
2019-05-09,15,47
2019-05-09,16,39
2019-05-09,17,51
2019-05-09,3-1-18
2019-05-09,6-1-19
2019-05-09,9-1-20
2019-05-09,21,82
2019-05-09,22,68
2019-05-09,23,50
2019-05-09,24,29
2019-05-10,1,17
2019-05-10,2,20
2019-05-10,3,23
2019-05-10,4,34
2019-05-10,5,48
2019-05-10,6,67
2019-05-10,7,86
2019-05-10,8,74
2019-05-10,9,81
2019-05-10,10,87
2019-05-10,11,62
2019-05-10,12,55
2019-05-10,13,65
2019-05-10,14,65
2019-05-10,15,70
2019-05-10,16,60
2019-05-10,17,52
2019-05-10,18,51
2019-05-10,19,49
2019-05-10,20,49
2019-05-10,21,44
2019-05-10,22,72
2019-05-10,23,64
2019-05-10,24,63
2019-05-11,1,55
2019-05-11,2,42
2019-05-11,3,29
2019-05-11,4,33
2019-05-11,5,37
2019-05-11,6,44
2019-05-11,7,55
2019-05-11,8,85
2019-05-11,2-1-09
2019-05-11,10,95
2019-05-11,-1-11
2019-05-11,12,81
2019-05-11,13,74
2019-05-11,14,84
2019-05-11,15,84
2019-05-11,16,70
2019-05-11,17,65
2019-05-11,18,79
2019-05-11,1-1-19
2019-05-11,20,71
2019-05-11,21,58
2019-05-11,22,51
2019-05-11,23,53
2019-05-11,24,46
2019-05-12,1,30
2019-05-12,2,27
2019-05-12,3,25
2019-05-12,4,21
2019-05-12,5,25
2019-05-12,6,42
2019-05-12,7,34
2019-05-12,8,23
2019-05-12,9,25
2019-05-12,10,36
2019-05-12,11,45
2019-05-12,12,42
2019-05-12,13,44
2019-05-12,14,48
2019-05-12,15,46
2019-05-12,16,36
2019-05-12,17,42
2019-05-12,18,47
2019-05-12,19,59
2019-05-12,20,48
2019-05-12,21,47
2019-05-12,22,33
2019-05-12,23,36
2019-05-12,24,28
2019-05-13,1,23
2019-05-13,2,25
2019-05-13,3,31
2019-05-13,4,31
2019-05-13,5,58
2019-05-13,6,92
2019-05-13,5-1-07
2019-05-13,4-1-08
2019-05-13,9,98
2019-05-13,10,86
2019-05-13,11,74
2019-05-13,12,79
2019-05-13,13,73
2019-05-13,14,76
2019-05-13,15,92
2019-05-13,16,96
2019-05-13,5-1-17
2019-05-13,18,98
2019-05-13,19,83
2019-05-13,20,68
2019-05-13,21,49
2019-05-13,22,44
2019-05-13,23,62
2019-05-13,24,35
2019-05-14,1,40
2019-05-14,2,38
2019-05-14,3,32
2019-05-14,4,35
2019-05-14,5,56
2019-05-14,6,91
2019-05-14,8-1-07
2019-05-14,-1-08
2019-05-14,9,94
2019-05-14,10,90
2019-05-14,-1-11
2019-05-14,12,89
2019-05-14,13,86
2019-05-14,14,90
2019-05-14,15,90
2019-05-14,3-1-16
2019-05-14,17,86
2019-05-14,18,94
2019-05-14,19,89
2019-05-14,20,80
2019-05-14,21,69
2019-05-14,22,82
2019-05-14,23,67
2019-05-14,24,50
2019-05-15,1,44
2019-05-15,2,36
2019-05-15,3,32
2019-05-15,4,45
2019-05-15,5,57
2019-05-15,6,83
2019-05-15,8-1-07
2019-05-15,9-1-08
2019-05-15,2-1-09
2019-05-15,8-1-10
2019-05-15,3-1-11
2019-05-15,12,96
2019-05-15,13,88
2019-05-15,14,89
2019-05-15,15,79
2019-05-15,16,91
2019-05-15,17,88
2019-05-15,18,88
2019-05-15,19,91
2019-05-15,20,65
2019-05-15,21,60
2019-05-15,22,55
2019-05-15,23,55
2019-05-15,24,45
2019-05-16,1,34
2019-05-16,2,32
2019-05-16,3,28
2019-05-16,4,26
2019-05-16,5,64
2019-05-16,2-1-06
2019-05-16,1-1-07
2019-05-16,7-1-08
2019-05-16,9,89
2019-05-16,10,94
2019-05-16,8-1-11
2019-05-16,12,98
2019-05-16,13,97
2019-05-16,2-1-14
2019-05-16,15,91
2019-05-16,9-1-16
2019-05-16,4-1-17
2019-05-16,18,75
2019-05-16,19,40
2019-05-16,20,34
2019-05-16,21,27
2019-05-16,22,20
2019-05-16,23,21
2019-05-16,24,17
2019-05-17,1,15
2019-05-17,2,13
2019-05-17,3,10
2019-05-17,4,14
2019-05-17,5,25
2019-05-17,6,72
2019-05-17,7-1-07
2019-05-17,6-1-08
2019-05-17,9,99
2019-05-17,10,90
2019-05-17,11,98
2019-05-17,12,87
2019-05-17,13,91
2019-05-17,14,88
2019-05-17,15,94
2019-05-17,16,78
2019-05-17,17,72
2019-05-17,18,73
2019-05-17,19,68
2019-05-17,20,63
2019-05-17,21,58
2019-05-17,22,43
2019-05-17,23,43
2019-05-17,24,38
2019-05-18,1,35
2019-05-18,2,33
2019-05-18,3,21
2019-05-18,4,19
2019-05-18,5,31
2019-05-18,6,41
2019-05-18,7,41
2019-05-18,8,46
2019-05-18,9,60
2019-05-18,10,59
2019-05-18,11,63
2019-05-18,12,55
2019-05-18,13,61
2019-05-18,14,61
2019-05-18,15,55
2019-05-18,16,57
2019-05-18,17,54
2019-05-18,18,60
2019-05-18,19,67
2019-05-18,20,60
2019-05-18,21,59
2019-05-18,22,56
2019-05-18,23,58
2019-05-18,24,53
2019-05-19,1,36
2019-05-19,2,29
2019-05-19,3,19
2019-05-19,4,16
2019-05-19,5,19
2019-05-19,6,22
2019-05-19,7,21
2019-05-19,8,23
2019-05-19,9,38
2019-05-19,10,49
2019-05-19,11,55
2019-05-19,12,50
2019-05-19,13,60
2019-05-19,14,57
2019-05-19,15,76
2019-05-19,16,62
2019-05-19,17,64
2019-05-19,18,69
2019-05-19,19,77
2019-05-19,20,65
2019-05-19,21,60
2019-05-19,22,49
2019-05-19,23,40
2019-05-19,24,26
2019-05-20,1,18
2019-05-20,2,14
2019-05-20,3,21
2019-05-20,4,24
2019-05-20,5,53
2019-05-20,6,81
2019-05-20,7,91
2019-05-20,2-1-08
2019-05-20,9,93
2019-05-20,10,93
2019-05-20,11,92
2019-05-20,12,90
2019-05-20,13,89
2019-05-20,14,92
2019-05-20,5-1-15
2019-05-20,1-1-16
2019-05-20,5-1-17
2019-05-20,8-1-18
2019-05-20,3-1-19
2019-05-20,20,99
2019-05-20,4-1-21
2019-05-20,22,98
2019-05-20,23,76
2019-05-20,24,51
2019-05-21,1,36
2019-05-21,2,21
2019-05-21,3,24
2019-05-21,4,33
2019-05-21,5,52
2019-05-21,6,80
2019-05-21,7,93
2019-05-21,8,88
2019-05-21,9,84
2019-05-21,10,89
2019-05-21,11,85
2019-05-21,12,84
2019-05-21,13,88
2019-05-21,14,99
2019-05-21,-1-15
2019-05-21,8-1-16
2019-05-21,8-1-17
2019-05-21,18,89
2019-05-21,19,74
2019-05-21,20,42
2019-05-21,21,28
2019-05-21,22,23
2019-05-21,23,17
2019-05-21,24,10
2019-05-22,1,9
2019-05-22,2,9
2019-05-22,3,6
2019-05-22,4,8
2019-05-22,5,21
2019-05-22,6,54
2019-05-22,7,77
2019-05-22,8,83
2019-05-22,9,78
2019-05-22,10,73
2019-05-22,11,66
2019-05-22,12,71
2019-05-22,13,72
2019-05-22,14,73
2019-05-22,15,62
2019-05-22,16,73
2019-05-22,17,73
2019-05-22,18,51
2019-05-22,19,45
2019-05-22,20,47
2019-05-22,21,34
2019-05-22,22,42
2019-05-22,23,41
2019-05-22,24,46
2019-05-23,1,23
2019-05-23,2,18
2019-05-23,3,13
2019-05-23,4,11
2019-05-23,5,17
2019-05-23,6,58
2019-05-23,7,64
2019-05-23,8,63
2019-05-23,9,48
2019-05-23,10,43
2019-05-23,11,42
2019-05-23,12,31
2019-05-23,13,34
2019-05-23,14,34
2019-05-23,15,47
2019-05-23,16,47
2019-05-23,17,55
2019-05-23,18,70
2019-05-23,19,83
2019-05-23,20,63
2019-05-23,21,74
2019-05-23,22,91
2019-05-23,23,82
2019-05-23,24,61
2019-05-24,1,47
2019-05-24,2,49
2019-05-24,3,30
2019-05-24,4,32
2019-05-24,5,48
2019-05-24,6,86
2019-05-24,5-1-07
2019-05-24,8,85
2019-05-24,9,53
2019-05-24,10,35
2019-05-24,11,39
2019-05-24,12,31
2019-05-24,13,43
2019-05-24,14,41
2019-05-24,15,43
2019-05-24,16,37
2019-05-24,17,44
2019-05-24,18,45
2019-05-24,19,43
2019-05-24,20,28
2019-05-24,21,26
2019-05-24,22,22
2019-05-24,23,23
2019-05-24,24,20
2019-05-25,1,17
2019-05-25,2,11
2019-05-25,3,9
2019-05-25,4,9
2019-05-25,5,19
2019-05-25,6,35
2019-05-25,7,27
2019-05-25,8,37
2019-05-25,9,35
2019-05-25,10,38
2019-05-25,11,48
2019-05-25,12,40
2019-05-25,13,30
2019-05-25,14,38
2019-05-25,15,26
2019-05-25,16,30
2019-05-25,17,35
2019-05-25,18,42
2019-05-25,19,41
2019-05-25,20,33
2019-05-25,21,31
2019-05-25,22,18
2019-05-25,23,15
2019-05-25,24,12
2019-05-26,1,10
2019-05-26,2,10
2019-05-26,3,9
2019-05-26,4,9
2019-05-26,5,11
2019-05-26,6,12
2019-05-26,7,10
2019-05-26,8,11
2019-05-26,9,11
2019-05-26,10,13
2019-05-26,11,18
2019-05-26,12,23
2019-05-26,13,19
2019-05-26,14,20
2019-05-26,15,20
2019-05-26,16,17
2019-05-26,17,20
2019-05-26,18,27
2019-05-26,19,33
2019-05-26,20,21
2019-05-26,21,14
2019-05-26,22,13
2019-05-26,23,11
2019-05-26,24,8
2019-05-27,1,7
2019-05-27,2,6
2019-05-27,3,6
2019-05-27,4,11
2019-05-27,5,19
2019-05-27,6,33
2019-05-27,7,42
2019-05-27,8,39
2019-05-27,9,38
2019-05-27,10,35
2019-05-27,11,31
2019-05-27,12,32
2019-05-27,13,37
2019-05-27,14,36
2019-05-27,15,25
2019-05-27,16,37
2019-05-27,17,35
2019-05-27,18,30
2019-05-27,19,29
2019-05-27,20,22
2019-05-27,21,14
2019-05-27,22,16
2019-05-27,23,19
2019-05-27,24,12
2019-05-28,1,9
2019-05-28,2,9
2019-05-28,3,8
2019-05-28,4,10
2019-05-28,5,28
2019-05-28,6,62
2019-05-28,8-1-07
2019-05-28,7-1-08
2019-05-28,9-1-09
2019-05-28,10,93
2019-05-28,8-1-11
2019-05-28,12,91
2019-05-28,4-1-13
2019-05-28,14,97
2019-05-28,5-1-15
2019-05-28,3-1-16
2019-05-28,8-1-17
2019-05-28,18,83
2019-05-28,19,75
2019-05-28,20,62
2019-05-28,21,57
2019-05-28,22,49
2019-05-28,23,46
2019-05-28,24,43
2019-05-29,1,39
2019-05-29,2,30
2019-05-29,3,32
2019-05-29,4,34
2019-05-29,5,58
2019-05-29,6,90
2019-05-29,2-1-07
2019-05-29,9-1-08
2019-05-29,3-1-09
2019-05-29,10,82
2019-05-29,11,85
2019-05-29,12,67
2019-05-29,13,98
2019-05-29,14,82
2019-05-29,15,86
2019-05-29,16,85
2019-05-29,-1-17
2019-05-29,18,65
2019-05-29,19,69
2019-05-29,20,72
2019-05-29,21,87
2019-05-29,22,82
2019-05-29,23,79
2019-05-29,24,57
2019-05-30,1,32
2019-05-30,2,16
2019-05-30,3,9
2019-05-30,4,9
2019-05-30,5,11
2019-05-30,6,12
2019-05-30,7,12
2019-05-30,8,12
2019-05-30,9,16
2019-05-30,10,21
2019-05-30,11,21
2019-05-30,12,16
2019-05-30,13,16
2019-05-30,14,17
2019-05-30,15,15
2019-05-30,16,16
2019-05-30,17,16
2019-05-30,18,17
2019-05-30,19,16
2019-05-30,20,16
2019-05-30,21,15
2019-05-30,22,15
2019-05-30,23,18
2019-05-30,24,13
2019-05-31,1,12
2019-05-31,2,20
2019-05-31,3,14
2019-05-31,4,12
2019-05-31,5,15
2019-05-31,6,19
2019-05-31,7,23
2019-05-31,8,24
2019-05-31,9,25
2019-05-31,10,33
2019-05-31,11,35
2019-05-31,12,27
2019-05-31,13,27
2019-05-31,14,31
2019-05-31,15,33
2019-05-31,16,37
2019-05-31,17,36
2019-05-31,18,38
2019-05-31,19,43
2019-05-31,20,53
2019-05-31,21,32
2019-05-31,22,27
2019-05-31,23,38
2019-05-31,24,21
2019-06-01,1,14
2019-06-01,2,13
2019-06-01,3,17
2019-06-01,4,15
2019-06-01,5,20
2019-06-01,6,22
2019-06-01,7,24
2019-06-01,8,20
2019-06-01,9,20
2019-06-01,10,20
2019-06-01,11,18
2019-06-01,12,17
2019-06-01,13,18
2019-06-01,14,23
2019-06-01,15,22
2019-06-01,16,25
2019-06-01,17,24
2019-06-01,18,28
2019-06-01,19,44
2019-06-01,20,34
2019-06-01,21,28
2019-06-01,22,40
2019-06-01,23,33
2019-06-01,24,39
2019-06-02,1,48
2019-06-02,2,35
2019-06-02,3,36
2019-06-02,4,31
2019-06-02,5,31
2019-06-02,6,38
2019-06-02,7,29
2019-06-02,8,23
2019-06-02,9,19
2019-06-02,10,15
2019-06-02,11,25
2019-06-02,12,32
2019-06-02,13,33
2019-06-02,14,36
2019-06-02,15,33
2019-06-02,16,43
2019-06-02,17,40
2019-06-02,18,61
2019-06-02,19,97
2019-06-02,20,96
2019-06-02,21,90
2019-06-02,22,76
2019-06-02,23,65
2019-06-02,24,52
2019-06-03,1,38
2019-06-03,2,32
2019-06-03,3,19
2019-06-03,4,22
2019-06-03,5,43
2019-06-03,3-1-06
2019-06-03,6-1-07
2019-06-03,8,90
2019-06-03,9,65
2019-06-03,10,81
2019-06-03,11,63
2019-06-03,12,35
2019-06-03,13,71
2019-06-03,14,37
2019-06-03,15,38
2019-06-03,16,43
2019-06-03,17,62
2019-06-03,18,68
2019-06-03,19,57
2019-06-03,20,35
2019-06-03,21,31
2019-06-03,22,38
2019-06-03,23,23
2019-06-03,24,28
2019-06-04,1,18
2019-06-04,2,16
2019-06-04,3,20
2019-06-04,4,22
2019-06-04,5,48
2019-06-04,6,68
2019-06-04,7,94
2019-06-04,-1-08
2019-06-04,9,88
2019-06-04,10,98
