Row,Number of vessels,Date,Hour
5403,5,2019-08-14,3
5404,7,2019-08-14,4
5405,8,2019-08-14,5
5406,6,2019-08-14,6
5407,5,2019-08-14,7
5408,4,2019-08-14,8
5409,3,2019-08-14,9
5410,8,2019-08-14,10
5411,8,2019-08-14,11
5412,4,2019-08-14,12
5413,7,2019-08-14,13
5414,8,2019-08-14,14
5415,7,2019-08-14,15
5416,8,2019-08-14,16
5417,4,2019-08-14,17
5418,6,2019-08-14,18
5419,6,2019-08-14,19
5420,6,2019-08-14,20
5421,6,2019-08-14,21
5422,7,2019-08-14,22
5423,7,2019-08-14,23
5424,4,2019-08-15,0
5425,3,2019-08-15,1
5426,2,2019-08-15,2
5427,5,2019-08-15,3
5428,6,2019-08-15,4
5429,6,2019-08-15,5
5430,8,2019-08-15,6
5431,6,2019-08-15,7
5432,9,2019-08-15,8
5433,8,2019-08-15,9
5434,7,2019-08-15,10
5435,7,2019-08-15,11
5436,4,2019-08-15,12
5437,8,2019-08-15,13
5438,5,2019-08-15,14
5439,5,2019-08-15,15
5440,6,2019-08-15,16
5441,5,2019-08-15,17
5442,6,2019-08-15,18
5443,4,2019-08-15,19
5444,4,2019-08-15,20
5445,4,2019-08-15,21
5446,6,2019-08-15,22
5447,3,2019-08-15,23
5448,3,2019-08-16,0
5449,2,2019-08-16,1
5450,4,2019-08-16,2
5451,4,2019-08-16,3
5452,3,2019-08-16,4
5453,4,2019-08-16,5
5454,2,2019-08-16,6
5455,4,2019-08-16,7
5456,5,2019-08-16,8
5457,4,2019-08-16,9
5458,6,2019-08-16,10
5459,3,2019-08-16,11
5460,3,2019-08-16,12
5461,3,2019-08-16,13
5462,0,2019-08-16,14
5463,0,2019-08-16,15
5464,0,2019-08-16,16
5465,0,2019-08-16,17
5466,0,2019-08-16,18
5467,0,2019-08-16,19
5468,0,2019-08-16,20
5469,0,2019-08-16,21
5470,0,2019-08-16,22
5471,0,2019-08-16,23
5472,5,2019-08-17,0
5473,7,2019-08-17,1
5474,5,2019-08-17,2
5475,7,2019-08-17,3
5476,7,2019-08-17,4
5477,10,2019-08-17,5
5478,7,2019-08-17,6
5479,6,2019-08-17,7
5480,7,2019-08-17,8
5481,8,2019-08-17,9
5482,6,2019-08-17,10
5483,5,2019-08-17,11
5484,2,2019-08-17,12
5485,6,2019-08-17,13
5486,5,2019-08-17,14
5487,8,2019-08-17,15
5488,11,2019-08-17,16
5489,12,2019-08-17,17
5490,13,2019-08-17,18
5491,9,2019-08-17,19
5492,8,2019-08-17,20
5493,9,2019-08-17,21
5494,8,2019-08-17,22
5495,8,2019-08-17,23
5496,7,2019-08-18,0
5497,7,2019-08-18,1
5498,7,2019-08-18,2
5499,5,2019-08-18,3
5500,4,2019-08-18,4
5501,9,2019-08-18,5
5502,11,2019-08-18,6
5503,13,2019-08-18,7
5504,12,2019-08-18,8
5505,8,2019-08-18,9
5506,9,2019-08-18,10
5507,8,2019-08-18,11
5508,10,2019-08-18,12
5509,3,2019-08-18,13
5510,7,2019-08-18,14
5511,5,2019-08-18,15
5512,9,2019-08-18,16
5513,9,2019-08-18,17
5514,11,2019-08-18,18
5515,10,2019-08-18,19
5516,9,2019-08-18,20
5517,10,2019-08-18,21
5518,7,2019-08-18,22
5519,8,2019-08-18,23
5520,4,2019-08-19,0
5521,6,2019-08-19,1
5522,8,2019-08-19,2
5523,7,2019-08-19,3
5524,11,2019-08-19,4
5525,6,2019-08-19,5
5526,10,2019-08-19,6
5527,9,2019-08-19,7
5528,5,2019-08-19,8
5529,5,2019-08-19,9
5530,9,2019-08-19,10
5531,9,2019-08-19,11
5532,6,2019-08-19,12
5533,6,2019-08-19,13
5534,10,2019-08-19,14
5535,8,2019-08-19,15
5536,6,2019-08-19,16
5537,6,2019-08-19,17
5538,6,2019-08-19,18
5539,4,2019-08-19,19
5540,4,2019-08-19,20
5541,4,2019-08-19,21
5542,2,2019-08-19,22
5543,1,2019-08-19,23
5544,1,2019-08-20,0
5545,4,2019-08-20,1
5546,3,2019-08-20,2
5547,4,2019-08-20,3
5548,2,2019-08-20,4
5549,1,2019-08-20,5
5550,3,2019-08-20,6
5551,3,2019-08-20,7
5552,2,2019-08-20,8
5553,3,2019-08-20,9
5554,5,2019-08-20,10
5555,5,2019-08-20,11
5556,4,2019-08-20,12
5557,5,2019-08-20,13
5558,4,2019-08-20,14
5559,7,2019-08-20,15
5560,7,2019-08-20,16
5561,6,2019-08-20,17
5562,5,2019-08-20,18
5563,5,2019-08-20,19
5564,5,2019-08-20,20
5565,5,2019-08-20,21
5566,4,2019-08-20,22
5567,5,2019-08-20,23
5568,2,2019-08-21,0
5569,2,2019-08-21,1
5570,4,2019-08-21,2
5571,4,2019-08-21,3
5572,4,2019-08-21,4
5573,4,2019-08-21,5
5574,5,2019-08-21,6
5575,6,2019-08-21,7
5576,6,2019-08-21,8
5577,2,2019-08-21,9
5578,1,2019-08-21,10
5579,1,2019-08-21,11
5580,4,2019-08-21,12
5581,3,2019-08-21,13
5582,3,2019-08-21,14
5583,2,2019-08-21,15
5584,3,2019-08-21,16
5585,3,2019-08-21,17
5586,8,2019-08-21,18
5587,9,2019-08-21,19
5588,10,2019-08-21,20
5589,7,2019-08-21,21
5590,8,2019-08-21,22
5591,4,2019-08-21,23
5592,3,2019-08-22,0
5593,5,2019-08-22,1
5594,5,2019-08-22,2
5595,2,2019-08-22,3
5596,0,2019-08-22,4
5597,2,2019-08-22,5
5598,4,2019-08-22,6
5599,4,2019-08-22,7
5600,4,2019-08-22,8
5601,8,2019-08-22,9
5602,8,2019-08-22,10
5603,8,2019-08-22,11
5604,6,2019-08-22,12
5605,8,2019-08-22,13
5606,6,2019-08-22,14
5607,7,2019-08-22,15
5608,5,2019-08-22,16
5609,1,2019-08-22,17
5610,1,2019-08-22,18
5611,1,2019-08-22,19
5612,4,2019-08-22,20
5613,6,2019-08-22,21
5614,11,2019-08-22,22
5615,6,2019-08-22,23
5616,7,2019-08-23,0
5617,8,2019-08-23,1
5618,8,2019-08-23,2
5619,8,2019-08-23,3
5620,9,2019-08-23,4
5621,9,2019-08-23,5
5622,9,2019-08-23,6
5623,8,2019-08-23,7
5624,7,2019-08-23,8
5625,7,2019-08-23,9
5626,8,2019-08-23,10
5627,8,2019-08-23,11
5628,8,2019-08-23,12
5629,11,2019-08-23,13
5630,9,2019-08-23,14
5631,9,2019-08-23,15
5632,7,2019-08-23,16
5633,7,2019-08-23,17
5634,7,2019-08-23,18
5635,8,2019-08-23,19
5636,9,2019-08-23,20
5637,7,2019-08-23,21
5638,11,2019-08-23,22
5639,9,2019-08-23,23
5640,10,2019-08-24,0
5641,12,2019-08-24,1
5642,9,2019-08-24,2
5643,13,2019-08-24,3
5644,13,2019-08-24,4
5645,10,2019-08-24,5
5646,6,2019-08-24,6
5647,9,2019-08-24,7
5648,10,2019-08-24,8
5649,12,2019-08-24,9
5650,10,2019-08-24,10
5651,9,2019-08-24,11
5652,12,2019-08-24,12
5653,15,2019-08-24,13
5654,14,2019-08-24,14
5655,16,2019-08-24,15
5656,14,2019-08-24,16
5657,14,2019-08-24,17
5658,13,2019-08-24,18
5659,7,2019-08-24,19
5660,11,2019-08-24,20
5661,9,2019-08-24,21
5662,10,2019-08-24,22
5663,7,2019-08-24,23
5664,7,2019-08-25,0
5665,7,2019-08-25,1
5666,8,2019-08-25,2
5667,11,2019-08-25,3
5668,11,2019-08-25,4
5669,8,2019-08-25,5
5670,6,2019-08-25,6
5671,8,2019-08-25,7
5672,6,2019-08-25,8
5673,7,2019-08-25,9
5674,11,2019-08-25,10
5675,12,2019-08-25,11
5676,11,2019-08-25,12
5677,11,2019-08-25,13
5678,9,2019-08-25,14
5679,9,2019-08-25,15
5680,5,2019-08-25,16
5681,4,2019-08-25,17
5682,6,2019-08-25,18
5683,5,2019-08-25,19
5684,6,2019-08-25,20
5685,5,2019-08-25,21
5686,4,2019-08-25,22
5687,4,2019-08-25,23
5688,4,2019-08-26,0
5689,5,2019-08-26,1
5690,5,2019-08-26,2
5691,6,2019-08-26,3
5692,5,2019-08-26,4
5693,2,2019-08-26,5
5694,1,2019-08-26,6
5695,4,2019-08-26,7
5696,4,2019-08-26,8
5697,3,2019-08-26,9
5698,5,2019-08-26,10
5699,6,2019-08-26,11
5700,5,2019-08-26,12
5701,3,2019-08-26,13
5702,3,2019-08-26,14
5703,1,2019-08-26,15
5704,1,2019-08-26,16
5705,0,2019-08-26,17
5706,1,2019-08-26,18
5707,1,2019-08-26,19
5708,0,2019-08-26,20
5709,0,2019-08-26,21
5710,0,2019-08-26,22
5711,0,2019-08-26,23
5712,2,2019-08-27,0
5713,3,2019-08-27,1
5714,3,2019-08-27,2
5715,5,2019-08-27,3
5716,7,2019-08-27,4
5717,6,2019-08-27,5
5718,6,2019-08-27,6
5719,7,2019-08-27,7
5720,5,2019-08-27,8
5721,9,2019-08-27,9
5722,9,2019-08-27,10
5723,8,2019-08-27,11
5724,9,2019-08-27,12
5725,10,2019-08-27,13
5726,8,2019-08-27,14
5727,11,2019-08-27,15
5728,11,2019-08-27,16
5729,9,2019-08-27,17
5730,6,2019-08-27,18
5731,6,2019-08-27,19
5732,4,2019-08-27,20
5733,5,2019-08-27,21
5734,8,2019-08-27,22
5735,5,2019-08-27,23
5736,6,2019-08-28,0
5737,4,2019-08-28,1
5738,5,2019-08-28,2
5739,5,2019-08-28,3
5740,7,2019-08-28,4
5741,8,2019-08-28,5
5742,5,2019-08-28,6
5743,4,2019-08-28,7
5744,2,2019-08-28,8
5745,4,2019-08-28,9
5746,5,2019-08-28,10
5747,4,2019-08-28,11
5748,3,2019-08-28,12
5749,3,2019-08-28,13
5750,6,2019-08-28,14
5751,8,2019-08-28,15
5752,8,2019-08-28,16
5753,7,2019-08-28,17
5754,6,2019-08-28,18
5755,9,2019-08-28,19
5756,5,2019-08-28,20
5757,3,2019-08-28,21
5758,4,2019-08-28,22
5759,6,2019-08-28,23
5760,5,2019-08-29,0
5761,5,2019-08-29,1
5762,7,2019-08-29,2
5763,7,2019-08-29,3
5764,7,2019-08-29,4
5765,6,2019-08-29,5
5766,6,2019-08-29,6
5767,6,2019-08-29,7
5768,7,2019-08-29,8
5769,9,2019-08-29,9
5770,6,2019-08-29,10
5771,8,2019-08-29,11
5772,4,2019-08-29,12
5773,4,2019-08-29,13
5774,5,2019-08-29,14
5775,6,2019-08-29,15
5776,5,2019-08-29,16
5777,7,2019-08-29,17
5778,3,2019-08-29,18
5779,3,2019-08-29,19
5780,3,2019-08-29,20
5781,3,2019-08-29,21
5782,4,2019-08-29,22
5783,6,2019-08-29,23
5784,3,2019-08-30,0
5785,3,2019-08-30,1
5786,2,2019-08-30,2
5787,1,2019-08-30,3
5788,2,2019-08-30,4
5789,2,2019-08-30,5
5790,5,2019-08-30,6
5791,5,2019-08-30,7
5792,6,2019-08-30,8
5793,8,2019-08-30,9
5794,8,2019-08-30,10
5795,5,2019-08-30,11
5796,7,2019-08-30,12
5797,5,2019-08-30,13
5798,4,2019-08-30,14
5799,6,2019-08-30,15
5800,9,2019-08-30,16
5801,10,2019-08-30,17
5802,8,2019-08-30,18
5803,8,2019-08-30,19
5804,9,2019-08-30,20
5805,9,2019-08-30,21
5806,7,2019-08-30,22
5807,13,2019-08-30,23
5808,8,2019-08-31,0
5809,13,2019-08-31,1
5810,8,2019-08-31,2
5811,9,2019-08-31,3
5812,8,2019-08-31,4
5813,8,2019-08-31,5
5814,6,2019-08-31,6
5815,9,2019-08-31,7
5816,6,2019-08-31,8
5817,5,2019-08-31,9
5818,6,2019-08-31,10
5819,4,2019-08-31,11
5820,8,2019-08-31,12
5821,9,2019-08-31,13
5822,10,2019-08-31,14
5823,6,2019-08-31,15
5824,7,2019-08-31,16
5825,11,2019-08-31,17
5826,12,2019-08-31,18
5827,12,2019-08-31,19
5828,11,2019-08-31,20
5829,12,2019-08-31,21
5830,10,2019-08-31,22
5831,13,2019-08-31,23
5832,9,2019-09-01,0
5833,11,2019-09-01,1
5834,10,2019-09-01,2
5835,11,2019-09-01,3
5836,8,2019-09-01,4
5837,7,2019-09-01,5
5838,7,2019-09-01,6
5839,6,2019-09-01,7
5840,4,2019-09-01,8
5841,7,2019-09-01,9
5842,8,2019-09-01,10
5843,8,2019-09-01,11
5844,6,2019-09-01,12
5845,9,2019-09-01,13
5846,9,2019-09-01,14
5847,13,2019-09-01,15
5848,14,2019-09-01,16
5849,11,2019-09-01,17
5850,11,2019-09-01,18
5851,10,2019-09-01,19
5852,8,2019-09-01,20
5853,7,2019-09-01,21
5854,8,2019-09-01,22
5855,7,2019-09-01,23
5856,4,2019-09-02,0
5857,10,2019-09-02,1
5858,6,2019-09-02,2
5859,9,2019-09-02,3
5860,8,2019-09-02,4
5861,8,2019-09-02,5
5862,10,2019-09-02,6
5863,8,2019-09-02,7
5864,11,2019-09-02,8
5865,6,2019-09-02,9
5866,6,2019-09-02,10
5867,9,2019-09-02,11
5868,6,2019-09-02,12
5869,8,2019-09-02,13
5870,5,2019-09-02,14
5871,6,2019-09-02,15
5872,8,2019-09-02,16
5873,10,2019-09-02,17
5874,9,2019-09-02,18
5875,8,2019-09-02,19
5876,8,2019-09-02,20
5877,6,2019-09-02,21
5878,6,2019-09-02,22
5879,5,2019-09-02,23
5880,5,2019-09-03,0
5881,7,2019-09-03,1
5882,7,2019-09-03,2
5883,9,2019-09-03,3
5884,8,2019-09-03,4
5885,5,2019-09-03,5
5886,6,2019-09-03,6
5887,8,2019-09-03,7
5888,10,2019-09-03,8
5889,10,2019-09-03,9
5890,6,2019-09-03,10
5891,8,2019-09-03,11
5892,5,2019-09-03,12
5893,6,2019-09-03,13
5894,4,2019-09-03,14
5895,3,2019-09-03,15
5896,5,2019-09-03,16
5897,4,2019-09-03,17
5898,4,2019-09-03,18
5899,5,2019-09-03,19
5900,6,2019-09-03,20
5901,4,2019-09-03,21
5902,3,2019-09-03,22
5903,3,2019-09-03,23
5904,2,2019-09-04,0
5905,2,2019-09-04,1
5906,5,2019-09-04,2
5907,6,2019-09-04,3
5908,5,2019-09-04,4
5909,4,2019-09-04,5
5910,6,2019-09-04,6
5911,4,2019-09-04,7
5912,8,2019-09-04,8
5913,5,2019-09-04,9
5914,7,2019-09-04,10
5915,7,2019-09-04,11
5916,3,2019-09-04,12
5917,4,2019-09-04,13
5918,3,2019-09-04,14
5919,2,2019-09-04,15
5920,1,2019-09-04,16
5921,2,2019-09-04,17
5922,6,2019-09-04,18
5923,7,2019-09-04,19
5924,8,2019-09-04,20
5925,5,2019-09-04,21
5926,5,2019-09-04,22
5927,5,2019-09-04,23
5928,5,2019-09-05,0
5929,4,2019-09-05,1
5930,3,2019-09-05,2
5931,4,2019-09-05,3
5932,5,2019-09-05,4
5933,6,2019-09-05,5
5934,7,2019-09-05,6
5935,4,2019-09-05,7
5936,3,2019-09-05,8
5937,4,2019-09-05,9
5938,5,2019-09-05,10
5939,2,2019-09-05,11
5940,4,2019-09-05,12
5941,5,2019-09-05,13
5942,6,2019-09-05,14
5943,5,2019-09-05,15
5944,5,2019-09-05,16
5945,4,2019-09-05,17
5946,1,2019-09-05,18
5947,0,2019-09-05,19
5948,0,2019-09-05,20
5949,0,2019-09-05,21
5950,0,2019-09-05,22
5951,0,2019-09-05,23
5952,9,2019-09-06,0
5953,8,2019-09-06,1
5954,6,2019-09-06,2
5955,6,2019-09-06,3
5956,4,2019-09-06,4
5957,2,2019-09-06,5
5958,5,2019-09-06,6
5959,5,2019-09-06,7
5960,6,2019-09-06,8
5961,6,2019-09-06,9
5962,4,2019-09-06,10
5963,6,2019-09-06,11
5964,5,2019-09-06,12
5965,8,2019-09-06,13
5966,10,2019-09-06,14
5967,9,2019-09-06,15
5968,10,2019-09-06,16
5969,9,2019-09-06,17
5970,4,2019-09-06,18
5971,4,2019-09-06,19
5972,4,2019-09-06,20
5973,5,2019-09-06,21
5974,6,2019-09-06,22
5975,7,2019-09-06,23
5976,7,2019-09-07,0
5977,7,2019-09-07,1
5978,10,2019-09-07,2
5979,10,2019-09-07,3
5980,10,2019-09-07,4
5981,9,2019-09-07,5
5982,9,2019-09-07,6
5983,7,2019-09-07,7
5984,8,2019-09-07,8
5985,9,2019-09-07,9
5986,7,2019-09-07,10
5987,4,2019-09-07,11
5988,6,2019-09-07,12
5989,7,2019-09-07,13
5990,7,2019-09-07,14
5991,7,2019-09-07,15
5992,3,2019-09-07,16
5993,4,2019-09-07,17
5994,5,2019-09-07,18
5995,5,2019-09-07,19
5996,4,2019-09-07,20
5997,4,2019-09-07,21
5998,7,2019-09-07,22
5999,8,2019-09-07,23
6000,8,2019-09-08,0
6001,7,2019-09-08,1
6002,9,2019-09-08,2
6003,9,2019-09-08,3
6004,8,2019-09-08,4
6005,9,2019-09-08,5
6006,9,2019-09-08,6
6007,7,2019-09-08,7
6008,11,2019-09-08,8
6009,5,2019-09-08,9
6010,8,2019-09-08,10
6011,8,2019-09-08,11
6012,7,2019-09-08,12
6013,9,2019-09-08,13
6014,7,2019-09-08,14
6015,8,2019-09-08,15
6016,8,2019-09-08,16
6017,7,2019-09-08,17
6018,7,2019-09-08,18
6019,9,2019-09-08,19
6020,8,2019-09-08,20
6021,10,2019-09-08,21
6022,10,2019-09-08,22
6023,10,2019-09-08,23
6024,10,2019-09-09,0
6025,8,2019-09-09,1
6026,7,2019-09-09,2
6027,6,2019-09-09,3
6028,6,2019-09-09,4
6029,6,2019-09-09,5
6030,8,2019-09-09,6
6031,9,2019-09-09,7
6032,7,2019-09-09,8
6033,8,2019-09-09,9
6034,8,2019-09-09,10
6035,11,2019-09-09,11
6036,13,2019-09-09,12
6037,13,2019-09-09,13
6038,13,2019-09-09,14
6039,14,2019-09-09,15
6040,13,2019-09-09,16
6041,13,2019-09-09,17
6042,11,2019-09-09,18
6043,10,2019-09-09,19
6044,9,2019-09-09,20
6045,8,2019-09-09,21
6046,9,2019-09-09,22
6047,5,2019-09-09,23
6048,4,2019-09-10,0
6049,6,2019-09-10,1
6050,7,2019-09-10,2
6051,7,2019-09-10,3
6052,7,2019-09-10,4
6053,4,2019-09-10,5
6054,4,2019-09-10,6
6055,5,2019-09-10,7
6056,7,2019-09-10,8
6057,6,2019-09-10,9
6058,4,2019-09-10,10
6059,5,2019-09-10,11
6060,4,2019-09-10,12
6061,8,2019-09-10,13
6062,4,2019-09-10,14
6063,4,2019-09-10,15
6064,5,2019-09-10,16
6065,6,2019-09-10,17
6066,7,2019-09-10,18
6067,6,2019-09-10,19
6068,7,2019-09-10,20
6069,2,2019-09-10,21
6070,1,2019-09-10,22
6071,4,2019-09-10,23
6072,4,2019-09-11,0
6073,3,2019-09-11,1
6074,5,2019-09-11,2
6075,6,2019-09-11,3
6076,7,2019-09-11,4
6077,4,2019-09-11,5
6078,5,2019-09-11,6
6079,4,2019-09-11,7
6080,7,2019-09-11,8
6081,7,2019-09-11,9
6082,8,2019-09-11,10
6083,4,2019-09-11,11
6084,5,2019-09-11,12
6085,5,2019-09-11,13
6086,5,2019-09-11,14
6087,7,2019-09-11,15
6088,8,2019-09-11,16
6089,9,2019-09-11,17
6090,7,2019-09-11,18
6091,6,2019-09-11,19
6092,6,2019-09-11,20
6093,4,2019-09-11,21
6094,4,2019-09-11,22
6095,6,2019-09-11,23
6096,4,2019-09-12,0
6097,6,2019-09-12,1
6098,8,2019-09-12,2
6099,6,2019-09-12,3
6100,6,2019-09-12,4
6101,6,2019-09-12,5
6102,7,2019-09-12,6
6103,3,2019-09-12,7
6104,4,2019-09-12,8
6105,4,2019-09-12,9
6106,4,2019-09-12,10
6107,6,2019-09-12,11
6108,4,2019-09-12,12
6109,5,2019-09-12,13
6110,8,2019-09-12,14
6111,11,2019-09-12,15
6112,13,2019-09-12,16
6113,8,2019-09-12,17
6114,8,2019-09-12,18
6115,7,2019-09-12,19
6116,7,2019-09-12,20
6117,4,2019-09-12,21
6118,3,2019-09-12,22
6119,4,2019-09-12,23
6120,6,2019-09-13,0
6121,5,2019-09-13,1
6122,7,2019-09-13,2
6123,9,2019-09-13,3
6124,6,2019-09-13,4
6125,7,2019-09-13,5
6126,5,2019-09-13,6
6127,10,2019-09-13,7
6128,10,2019-09-13,8
6129,7,2019-09-13,9
6130,10,2019-09-13,10
6131,11,2019-09-13,11
6132,7,2019-09-13,12
6133,4,2019-09-13,13
6134,3,2019-09-13,14
6135,6,2019-09-13,15
6136,5,2019-09-13,16
6137,6,2019-09-13,17
6138,7,2019-09-13,18
6139,7,2019-09-13,19
6140,6,2019-09-13,20
6141,3,2019-09-13,21
6142,1,2019-09-13,22
6143,3,2019-09-13,23
6144,5,2019-09-14,0
6145,6,2019-09-14,1
6146,5,2019-09-14,2
6147,4,2019-09-14,3
6148,6,2019-09-14,4
6149,5,2019-09-14,5
6150,6,2019-09-14,6
6151,6,2019-09-14,7
6152,10,2019-09-14,8
6153,9,2019-09-14,9
6154,10,2019-09-14,10
6155,11,2019-09-14,11
6156,12,2019-09-14,12
6157,9,2019-09-14,13
6158,5,2019-09-14,14
6159,6,2019-09-14,15
6160,9,2019-09-14,16
6161,7,2019-09-14,17
6162,10,2019-09-14,18
6163,8,2019-09-14,19
6164,5,2019-09-14,20
6165,10,2019-09-14,21
6166,6,2019-09-14,22
6167,6,2019-09-14,23
6168,6,2019-09-15,0
6169,7,2019-09-15,1
6170,4,2019-09-15,2
6171,6,2019-09-15,3
6172,5,2019-09-15,4
6173,5,2019-09-15,5
6174,5,2019-09-15,6
6175,4,2019-09-15,7
6176,6,2019-09-15,8
6177,3,2019-09-15,9
6178,6,2019-09-15,10
6179,6,2019-09-15,11
6180,6,2019-09-15,12
6181,7,2019-09-15,13
6182,3,2019-09-15,14
6183,3,2019-09-15,15
6184,2,2019-09-15,16
6185,2,2019-09-15,17
6186,0,2019-09-15,18
6187,0,2019-09-15,19
6188,0,2019-09-15,20
6189,0,2019-09-15,21
6190,0,2019-09-15,22
6191,0,2019-09-15,23
6192,5,2019-09-16,0
6193,8,2019-09-16,1
6194,7,2019-09-16,2
6195,9,2019-09-16,3
6196,6,2019-09-16,4
6197,5,2019-09-16,5
6198,6,2019-09-16,6
6199,6,2019-09-16,7
6200,7,2019-09-16,8
6201,6,2019-09-16,9
6202,7,2019-09-16,10
6203,6,2019-09-16,11
6204,6,2019-09-16,12
6205,7,2019-09-16,13
6206,4,2019-09-16,14
6207,5,2019-09-16,15
6208,9,2019-09-16,16
6209,10,2019-09-16,17
6210,11,2019-09-16,18
6211,8,2019-09-16,19
6212,6,2019-09-16,20
6213,6,2019-09-16,21
6214,11,2019-09-16,22
6215,11,2019-09-16,23
6216,8,2019-09-17,0
6217,6,2019-09-17,1
6218,5,2019-09-17,2
6219,5,2019-09-17,3
6220,9,2019-09-17,4
6221,9,2019-09-17,5
6222,8,2019-09-17,6
6223,9,2019-09-17,7
6224,5,2019-09-17,8
6225,9,2019-09-17,9
6226,6,2019-09-17,10
6227,7,2019-09-17,11
6228,6,2019-09-17,12
6229,4,2019-09-17,13
6230,11,2019-09-17,14
6231,14,2019-09-17,15
6232,10,2019-09-17,16
6233,10,2019-09-17,17
6234,5,2019-09-17,18
6235,8,2019-09-17,19
6236,10,2019-09-17,20
6237,6,2019-09-17,21
6238,8,2019-09-17,22
6239,7,2019-09-17,23
6240,6,2019-09-18,0
6241,8,2019-09-18,1
6242,9,2019-09-18,2
6243,5,2019-09-18,3
6244,4,2019-09-18,4
6245,3,2019-09-18,5
6246,4,2019-09-18,6
6247,9,2019-09-18,7
6248,6,2019-09-18,8
6249,5,2019-09-18,9
6250,6,2019-09-18,10
6251,4,2019-09-18,11
6252,7,2019-09-18,12
6253,8,2019-09-18,13
6254,8,2019-09-18,14
6255,9,2019-09-18,15
6256,7,2019-09-18,16
6257,6,2019-09-18,17
6258,5,2019-09-18,18
6259,8,2019-09-18,19
6260,4,2019-09-18,20
6261,5,2019-09-18,21
6262,4,2019-09-18,22
6263,4,2019-09-18,23
6264,7,2019-09-19,0
6265,9,2019-09-19,1
6266,11,2019-09-19,2
6267,11,2019-09-19,3
6268,9,2019-09-19,4
6269,8,2019-09-19,5
6270,9,2019-09-19,6
6271,8,2019-09-19,7
6272,6,2019-09-19,8
6273,13,2019-09-19,9
6274,6,2019-09-19,10
6275,8,2019-09-19,11
6276,7,2019-09-19,12
6277,10,2019-09-19,13
6278,9,2019-09-19,14
6279,10,2019-09-19,15
6280,11,2019-09-19,16
6281,12,2019-09-19,17
6282,8,2019-09-19,18
6283,8,2019-09-19,19
6284,10,2019-09-19,20
6285,10,2019-09-19,21
6286,11,2019-09-19,22
6287,10,2019-09-19,23
6288,10,2019-09-20,0
6289,8,2019-09-20,1
6290,4,2019-09-20,2
6291,5,2019-09-20,3
6292,6,2019-09-20,4
6293,8,2019-09-20,5
6294,9,2019-09-20,6
6295,16,2019-09-20,7
6296,9,2019-09-20,8
6297,10,2019-09-20,9
6298,13,2019-09-20,10
6299,12,2019-09-20,11
6300,12,2019-09-20,12
6301,12,2019-09-20,13
6302,10,2019-09-20,14
6303,10,2019-09-20,15
6304,10,2019-09-20,16
6305,10,2019-09-20,17
6306,7,2019-09-20,18
6307,7,2019-09-20,19
6308,4,2019-09-20,20
6309,6,2019-09-20,21
6310,6,2019-09-20,22
6311,7,2019-09-20,23
6312,4,2019-09-21,0
6313,3,2019-09-21,1
6314,5,2019-09-21,2
6315,9,2019-09-21,3
6316,10,2019-09-21,4
6317,9,2019-09-21,5
6318,8,2019-09-21,6
6319,8,2019-09-21,7
6320,10,2019-09-21,8
6321,11,2019-09-21,9
6322,13,2019-09-21,10
6323,11,2019-09-21,11
6324,9,2019-09-21,12
6325,10,2019-09-21,13
6326,3,2019-09-21,14
6327,6,2019-09-21,15
6328,8,2019-09-21,16
6329,8,2019-09-21,17
6330,5,2019-09-21,18
6331,3,2019-09-21,19
6332,6,2019-09-21,20
6333,7,2019-09-21,21
6334,7,2019-09-21,22
6335,5,2019-09-21,23
6336,4,2019-09-22,0
6337,4,2019-09-22,1
6338,7,2019-09-22,2
6339,4,2019-09-22,3
6340,5,2019-09-22,4
6341,3,2019-09-22,5
6342,2,2019-09-22,6
6343,2,2019-09-22,7
6344,3,2019-09-22,8
6345,3,2019-09-22,9
6346,2,2019-09-22,10
6347,2,2019-09-22,11
6348,4,2019-09-22,12
6349,5,2019-09-22,13
6350,3,2019-09-22,14
6351,4,2019-09-22,15
6352,4,2019-09-22,16
6353,3,2019-09-22,17
6354,2,2019-09-22,18
6355,1,2019-09-22,19
6356,3,2019-09-22,20
6357,3,2019-09-22,21
6358,4,2019-09-22,22
6359,2,2019-09-22,23
6360,1,2019-09-23,0
6361,3,2019-09-23,1
6362,4,2019-09-23,2
6363,2,2019-09-23,3
6364,0,2019-09-23,4
6365,1,2019-09-23,5
6366,2,2019-09-23,6
6367,4,2019-09-23,7
6368,3,2019-09-23,8
6369,5,2019-09-23,9
6370,9,2019-09-23,10
6371,9,2019-09-23,11
6372,8,2019-09-23,12
6373,5,2019-09-23,13
6374,2,2019-09-23,14
6375,5,2019-09-23,15
6376,7,2019-09-23,16
6377,4,2019-09-23,17
6378,5,2019-09-23,18
6379,6,2019-09-23,19
6380,6,2019-09-23,20
6381,6,2019-09-23,21
6382,8,2019-09-23,22
6383,6,2019-09-23,23
6384,7,2019-09-24,0
6385,5,2019-09-24,1
6386,3,2019-09-24,2
6387,3,2019-09-24,3
6388,3,2019-09-24,4
6389,4,2019-09-24,5
6390,4,2019-09-24,6
6391,3,2019-09-24,7
6392,3,2019-09-24,8
6393,3,2019-09-24,9
6394,5,2019-09-24,10
6395,4,2019-09-24,11
6396,5,2019-09-24,12
6397,5,2019-09-24,13
6398,6,2019-09-24,14
6399,3,2019-09-24,15
6400,3,2019-09-24,16
